customer_id,loan_id,application_date,term,disbursed_date,loanamount,paid_date,is_disbursed
6233i1g7hz86hh1g48yx755x,loan_4442878,2022-03-17 20:43:00,6.0,2022/03/17,1148.436,,True
618g5yg4x99igy35gy1zg489,loan_4663244,2021-11-09 23:46:00,6.0,2021/11/09,1331.1404,2022/01/11,True
62086254giii3676g0173i68,loan_3057848,2022-03-21 16:31:00,6.0,2022/03/21,2955.77,,True
62179117yyih8gyxx13ii89g,loan_7534319,2022-02-24 08:46:00,8.0,2022/02/24,1167.27,,True
61yg4y7ihg414x62gy62h123,loan_4382931,2021-12-28 11:42:00,8.0,2021/12/28,5328.27,2022/04/29,True
6194g76217xxx016y2237663,loan_0130371,2021-11-23 17:07:00,8.0,2021/11/23,2140.944,,True
61y9i4xii7h3i09y2gy02zy3,loan_8168882,2021-12-27 11:16:00,6.0,2021/12/27,2039.2842,2022/03/23,True
618y9499ih0h6g5i90gx2257,loan_3620863,2021-11-10 21:57:00,6.0,2021/11/10,2831.67,2022/02/14,True
5yz368hxg2x61hh78h6yz16i,loan_4781982,2021-11-11 15:38:00,8.0,2021/11/11,8029.27,2022/03/16,True
6190916z2z781y2hz0x40gh4,loan_7249880,2022-03-20 14:25:00,2.0,2022/03/20,547.062,2022/04/18,True
606x44170347g6z0hzgh1667,loan_7983997,2022-04-20 03:15:00,8.0,2022/04/20,2297.31,,True
61918g23167zxz412642h6y9,loan_8231535,2021-11-14 16:18:00,4.0,2021/11/14,555.53,,True
618y77579yz645134h8830z2,loan_6046123,2022-04-02 01:16:00,2.0,2022/04/02,506.62,2022/05/02,True
61h25h8y9zii3x03935996zz,loan_1441832,2022-01-02 20:21:00,6.0,2022/01/02,970.389,2022/03/31,True
61z2i0hz5hz91iy3zi7x947h,loan_8944747,2022-04-01 12:00:00,6.0,2022/04/01,1091.35,,True
62024hx5i38y1229359g0xz3,loan_3335550,2022-03-08 12:23:00,8.0,2022/03/08,2408.27,,True
6168805i00gh54446g705187,loan_4002345,2022-01-19 17:43:00,6.0,2022/01/19,1790.544,2022/04/13,True
618i0030h54584z85477zh16,loan_4937584,2021-11-24 01:18:00,12.0,2021/11/24,6569.27,,True
6191900g318g6yz261x8g59y,loan_3770479,2022-04-24 13:46:00,6.0,2022/04/24,6234.93,,True
614y07110h664xi3098h1i1i,loan_4535638,2022-02-14 01:36:00,8.0,,9343.27,,False
62183484y70g4g60g32110y7,loan_0962231,2022-03-08 12:26:00,6.0,2022/03/08,1641.843,,True
61i408xy70783z734467x0g6,loan_4289458,2022-01-28 09:17:00,4.0,2022/01/28,392.521,2022/03/19,True
61yh070764yy4gh82y48y19z,loan_5507697,2021-12-29 19:10:00,8.0,2021/12/29,1080.4,2022/05/01,True
617i5hi658x758723h8yhx89,loan_4009240,2021-11-12 13:17:00,6.0,2021/11/12,1417.806,2022/02/11,True
615iyz839yi061716hi34y20,loan_8198110,2021-12-06 19:18:00,8.0,2021/12/06,8029.27,,True
618562g337565yx8y2i13h08,loan_9463057,2021-12-07 07:07:00,6.0,2021/12/07,1414.74,2022/02/25,True
61i20zgiizgi02210ix460i1,loan_9430384,2022-01-26 21:30:00,6.0,2022/01/26,1092.81,2022/04/01,True
618xx677yy496x3479688007,loan_7313151,2021-12-30 14:21:00,6.0,,7883.343,,False
58ix5g04zxz074xi51h87h3z,loan_2342522,2021-11-30 21:17:00,6.0,2021/11/30,1738.13,,True
6170572ghy4965zx92z65299,loan_5613947,2022-04-25 21:22:00,6.0,2022/04/25,6413.05,,True
61x58xhxg426081i46596x17,loan_7880285,2022-04-25 16:12:00,2.0,2022/04/25,360.693,,True
601x0ig057535979953zz07x,loan_3411697,2021-12-14 15:00:00,12.0,2021/12/14,6569.27,,True
6258x4i63gg20zy6749iy66x,loan_4981947,2022-04-14 22:22:00,6.0,2022/04/14,3481.443,,True
622576hhy1g12h9645170667,loan_7881057,2022-04-27 22:44:00,4.0,2022/04/27,561.37,,True
618gx1y0y06i1x1423i0222x,loan_6382142,2022-04-05 08:56:00,6.0,2022/04/05,1159.459,,True
61g15259zy4937z2i9xxx66x,loan_3357012,2021-12-08 18:48:00,4.0,2021/12/08,946.08,,True
6191578y48x27hyy832h92h7,loan_1866598,2021-11-29 23:16:00,8.0,2021/11/29,1593.371,,True
618xx677yy496x3479688007,loan_7813621,2021-12-18 05:22:00,2.0,,1422.04,,False
61yz72yh543g82x82yi05485,loan_0321487,2021-12-28 18:18:00,4.0,2021/12/28,528.155,2022/02/24,True
6179gggi72yiiy269396049x,loan_2789164,2022-02-09 13:21:00,6.0,2022/02/09,7142.977,,True
61x60y9g26gx61616z27g33i,loan_4823248,2022-01-17 18:41:00,6.0,2022/01/17,1695.6075,2022/03/21,True
6261i3x30i5x8z2yi36xihh4,loan_7794725,2022-04-21 20:06:00,8.0,2022/04/21,3269.67,,True
61i468h61i5871z7x7ig964x,loan_8083496,2022-01-28 17:22:00,6.0,2022/01/28,2565.585,2022/05/01,True
6213xg316050z11gx3943605,loan_3190769,2022-02-21 14:27:00,2.0,2022/02/21,2627.27,,True
5x0x5564hgi5yy9x86i2i2y8,loan_6540616,2022-03-19 14:41:00,1.0,2022/03/19,1021.27,2022/04/01,True
61y632xx8661677i8x4ig927,loan_6032141,2021-12-24 15:06:00,6.0,2021/12/24,1532.27,2022/03/05,True
6218xygi6828x750y6655581,loan_8954605,2022-02-25 09:21:00,8.0,2022/02/25,3795.27,,True
618h4h8h866511947i246g9y,loan_3309554,2021-11-11 15:26:00,6.0,2021/11/11,1151.5604,2022/02/13,True
61xg5535hg264hh6iyx9x4xy,loan_4469974,2022-01-21 18:52:00,6.0,2022/01/21,446.03,2022/03/25,True
62045xg422878h580145x83h,loan_6317331,2022-02-09 19:29:00,6.0,2022/02/09,5474.27,2022/05/01,True
61z2yy5xy9y99xg4958hgxyy,loan_4373126,2021-11-28 08:12:00,6.0,2021/11/28,1664.1226,2022/03/06,True
618gh3400089ggz6i2132402,loan_9697875,2021-11-12 14:27:00,2.0,2021/11/12,1100.4604,2021/12/12,True
61839zg4ih735yx5553353yz,loan_8400285,2021-11-04 02:32:00,6.0,2021/11/04,794.24,,True
62645h7y8z8yxi2g74201z55,loan_6938622,2022-04-23 15:34:00,6.0,2022/04/23,2369.58,,True
5yi6z89x33y37h837y4yx67g,loan_0509564,2022-04-28 13:37:00,6.0,,726.35,,False
616hgg7x5y9z8zz671558yz6,loan_4711056,2022-02-06 11:48:00,4.0,2022/02/06,608.82,2022/03/29,True
61z588i536xg7z283y9h1i90,loan_5314566,2021-11-29 21:46:00,4.0,2021/11/29,1680.971,2022/02/15,True
6170572ghy4965zx92z65299,loan_0699517,2022-01-24 19:09:00,6.0,2022/01/24,4496.216,2022/04/22,True
61gx407z719y7y535634i609,loan_3851643,2022-04-15 19:00:00,6.0,2022/04/15,3868.27,,True
6170572ghy4965zx92z65299,loan_3972132,2021-11-30 12:20:00,6.0,2021/11/30,4718.0338,2021/12/31,True
62089i354i783g1i63i01x5x,loan_1352745,2022-02-13 00:03:00,6.0,2022/02/13,1068.72,,True
622526yy9y7857h6937ihz1x,loan_4131817,2022-03-06 15:25:00,6.0,2022/03/06,4964.0,,True
617i18g1g1z476x9zx16z73z,loan_8411370,2021-10-31 17:00:00,6.0,2021/10/31,435.08,,True
61773402620z09321i9g76g4,loan_5288842,2021-10-25 17:47:00,4.0,2021/10/25,904.4627,2022/01/02,True
61x9252z0i0h5ix98z88yg5i,loan_0961771,2022-02-23 16:04:00,8.0,2022/02/23,1164.35,,True
61945i0180z3gg154h6z4317,loan_3384692,2021-11-16 20:49:00,8.0,2021/11/16,3734.096,2022/03/04,True
61x4829xhz0g9g8h0h87h5y7,loan_3119402,2022-01-16 16:07:00,4.0,2022/01/16,8599.4,2022/01/23,True
618y68x76y1g817yx2xy0x88,loan_7988069,2021-11-10 20:46:00,8.0,2021/11/10,948.27,2022/03/05,True
61691730609i26h0z6hy91h3,loan_0794252,2022-01-28 06:10:00,6.0,,5109.27,,False
61gzy15234izgzx46085y2x4,loan_6356520,2022-02-02 10:02:00,6.0,2022/02/02,1386.27,2022/05/02,True
58xghx0y1243higg61xz3iix,loan_4205518,2021-11-10 02:17:00,8.0,2021/11/10,923.9464,2021/11/17,True
58zi0hg834y3z45i24ix2761,loan_1404105,2021-11-12 10:54:00,12.0,2021/11/12,3700.6255,,True
623z4zzzix72iz34x18z3yih,loan_1001774,2022-03-22 17:19:00,8.0,2022/03/22,5058.17,,True
61gh7ygigg7h094459388i2h,loan_5902083,2021-12-18 00:16:00,6.0,2021/12/18,1167.27,2022/03/15,True
56i0y1074x1z933i52000084,loan_4512195,2021-11-10 16:02:00,4.0,2021/11/10,3558.2755,2022/01/17,True
60hx8i683057ix0z5i6h092y,loan_9524825,2022-01-17 12:56:00,6.0,2022/01/17,3379.9,2022/04/14,True
6215g44yg095x499i84xzyy0,loan_4652931,2022-03-02 09:57:00,8.0,2022/03/02,6328.37,,True
61846y0hy14z2x1gxh57770z,loan_5819932,2021-11-18 23:43:00,8.0,2021/11/18,1908.8259,2022/03/15,True
61xhx9424zx336z2xgyi8379,loan_8079105,2022-04-29 20:56:00,4.0,2022/04/29,702.99,,True
6104z08516298y7i66351y3g,loan_8564705,2021-11-26 00:09:00,8.0,2021/11/26,1033.6289,2022/02/28,True
609xh38giixz6x5918147976,loan_4644204,2022-03-09 11:02:00,6.0,2022/03/09,1837.41,,True
61899g3h7yg7zi34gy6327x8,loan_9027720,2021-11-08 22:57:00,4.0,2021/11/08,734.7669,2022/01/06,True
61yh44i336zx8z838i15y29h,loan_0468065,2021-12-30 00:00:00,4.0,2021/12/30,597.87,2022/02/11,True
619xi7377g81x370584g4959,loan_1363599,2022-03-18 21:31:00,6.0,2022/03/18,1175.008,,True
620g198803xy392h0y7ix884,loan_3098224,2022-02-14 21:10:00,6.0,2022/02/14,2167.224,,True
593xx6410z9y29g07h857729,loan_9243176,2022-01-03 01:27:00,4.0,2022/01/03,676.71,2022/03/08,True
61yg7z46xxx6yx63y046x8hg,loan_6971704,2022-02-01 14:16:00,6.0,2022/02/01,1095.0,,True
626y4y37zg4z31248953zy05,loan_6474099,2022-04-29 16:36:00,4.0,2022/04/29,6569.27,,True
61hi9741977y41yz1h271h6z,loan_5981184,2022-01-13 15:49:00,4.0,,692.77,,False
6170572ghy4965zx92z65299,loan_0984725,2022-04-22 12:04:00,6.0,2022/04/22,7281.02,,True
61z1y00i0yxz2718z7830598,loan_6640807,2021-11-27 00:17:00,4.0,2021/11/27,6204.27,2022/01/31,True
620xii074y39hyg7z9681307,loan_2418426,2022-03-17 22:20:00,6.0,2022/03/17,3284.27,,True
621h0407h2375gh8903zg97i,loan_4577505,2022-02-28 11:34:00,,,5291.77,,False
618y5g3318170i6xg0xi5i7x,loan_8250488,2022-04-29 15:15:00,6.0,2022/04/29,1743.24,,True
62619gh90z652y3yg7x9268g,loan_8679228,2022-04-21 13:45:00,4.0,2022/04/21,6261.21,,True
61y2962ih914h5i93555i9iy,loan_6704468,2021-12-21 21:55:00,6.0,2021/12/21,2852.4385,2022/01/22,True
6165z0i07ghh51y27467y7x3,loan_3125217,2022-03-10 10:42:00,6.0,2022/03/10,5765.54,,True
618hxg600591yi914zy82x8i,loan_3878676,2022-03-16 16:02:00,6.0,2022/03/16,2540.4,,True
61i436gh82ihx96yi444x386,loan_2519799,2022-01-28 18:10:00,6.0,2022/01/28,4777.2295,,True
61392z79i612gi385i5ix2gi,loan_7694191,2021-12-02 17:56:00,6.0,2021/12/02,2830.94,2022/02/28,True
61z93i4gg4107729gg2z02h0,loan_1829701,2022-04-26 16:30:00,6.0,2022/04/26,6313.04,,True
625x274g5675xgi028h038xg,loan_9441466,2022-04-21 17:57:00,8.0,2022/04/21,802.27,,True
61735053z96giig9i5597zy9,loan_1539826,2021-10-22 18:59:00,6.0,2021/10/22,1050.032,2022/01/20,True
618gghi6xzhh73035zi7z454,loan_9039787,2021-11-10 06:41:00,8.0,2021/11/10,5328.27,2022/03/15,True
623z2h78ix6h0y6yh3i6yg0y,loan_5770769,2022-03-22 14:17:00,6.0,2022/03/22,5474.27,,True
61z2hi5iy1z14z3yxgy52g97,loan_7512609,2021-11-27 20:28:00,6.0,2021/11/27,1072.9613,2022/02/22,True
618hy092y60g514h970z183h,loan_1206300,2022-01-28 13:23:00,,,5620.27,,False
618yyy8588830z73hy683y86,loan_7741904,2022-03-16 16:58:00,,,1460.0,,False
6185ggz1389xi0x07y98i9zx,loan_1301538,2021-11-05 17:28:00,4.0,2021/11/05,1204.5,2022/01/02,True
617x451y6i8hi5g8x2510i40,loan_9995830,2021-12-03 15:07:00,,,773.07,,False
618gghi6xzhh73035zi7z454,loan_3402780,2022-02-19 14:55:00,,,4598.27,,False
61zyizx1ghygx7iy7hi8756h,loan_3254987,2022-04-13 22:21:00,,,6205.0,,False
61z6yxi48gi54x588yhg3531,loan_3330338,2022-03-08 00:58:00,,,5328.27,,False
61940822z1876721290g96g4,loan_0271509,2021-11-16 13:36:00,,,10944.9995,,False
6219307777z37ig95990i22y,loan_7987039,2022-03-18 13:01:00,,,5109.27,,False
61gy216084g583yi59zx8156,loan_9462317,2022-01-23 19:40:00,,,1767.33,,False
61yg947x9i49h8ghg33ixg6z,loan_0552587,2022-02-10 14:18:00,,,2190.0,,False
609x6709x5i464h442i76g9y,loan_4171457,2021-11-27 05:29:00,,,8408.87,,False
6121y24g75xx079ihxiz798h,loan_6899583,2021-12-23 07:10:00,,,2919.27,,False
6191360y001362h676370hx6,loan_6164141,2021-11-24 11:49:00,,,4817.27,,False
62424z1ihzi48042401x8z38,loan_2095239,2022-04-07 12:21:00,,,1548.33,,False
621gi103z3x2h0ig8402yigy,loan_0523080,2022-02-27 16:05:00,,,8029.27,,False
620xii074y39hyg7z9681307,loan_7758144,2022-02-21 21:02:00,,,1254.432,,False
61y4g06i3z69g2gy053382xx,loan_5645618,2022-01-22 12:50:00,,,938.78,,False
61y0x95z396194h42y145h53,loan_4076503,2022-01-27 08:29:00,,,794.24,,False
618y604g708zhz69h86g4g7i,loan_0292315,2022-02-10 23:59:00,,,2617.05,,False
6228zx3569y8x5hy50g04iy5,loan_6560387,2022-03-28 05:02:00,,,1386.27,,False
615908582851z864ziigh96h,loan_7638413,2021-10-24 17:43:00,,,4576.37,,False
6167zz8x23867x648hh47zi1,loan_0045418,2021-11-20 16:41:00,,,5320.24,,False
6159269y8hgg9i121y725392,loan_6437501,2022-03-12 23:48:00,,,800.08,,False
618y9hh9h1190x090537g957,loan_7961592,2022-02-03 20:20:00,,,5985.27,,False
618g608hii5585g30y6zx72i,loan_9536057,2022-02-14 14:41:00,8.0,2022/02/14,1181.5488,,True
61986g3191i7yggxg1x784h6,loan_1465418,2021-11-19 23:33:00,8.0,2021/11/19,636.56,,True
618y3i9y0h9y64825123z4zh,loan_3967786,2022-01-27 21:42:00,6.0,2022/01/27,5985.27,2022/05/02,True
61787x7x4549g2601y89igi8,loan_4109861,2021-10-26 17:17:00,4.0,2021/10/26,543.85,,True
623i9967gg06529y4588y78y,loan_5775848,2022-03-26 16:53:00,8.0,2022/03/26,4014.2627,,True
6226g2i0h14xy48h4x5425i5,loan_6333509,2022-03-07 19:35:00,6.0,2022/03/07,5839.27,,True
6172265zi09ihg0yhg0iiyh1,loan_1756810,2021-11-06 11:27:00,6.0,2021/11/06,1459.27,2022/01/30,True
61917gxi1734527g070g48g0,loan_3275193,2021-11-14 15:13:00,1.0,2021/11/14,3083.7755,2021/11/23,True
60x010g26448g67gx80hy499,loan_7183441,2022-03-31 18:35:00,,,919.8,,False
5h7882hh97938090i556yh9x,loan_9002465,2021-11-16 13:08:00,,,619.259,,False
618i0030h54584z85477zh16,loan_7268469,2021-11-12 20:43:00,,,6582.41,,False
618y5i0i07y78hy44zx0g15z,loan_1397122,2022-02-23 17:03:00,,,855.56,,False
619x715g6z2xh47h1iy4z30h,loan_3482497,2022-03-26 01:03:00,,,4269.77,,False
61g7h490095hgy704g033hh4,loan_4276845,2022-01-08 16:04:00,,,4269.77,,False
616xi74719ix6i9y0zi110h9,loan_6535232,2022-04-25 23:37:00,,,1612.57,,False
61994zigz98x6y893583hixy,loan_3617286,2021-11-30 12:30:00,,,7327.7327,,False
61y215yg10zx3z7i0677z75i,loan_4979550,2022-02-06 18:35:00,,,1614.5191,,False
618562g337565yx8y2i13h08,loan_7755845,2021-11-17 13:23:00,,,692.77,,False
61959869gz5x6iz446zh26g0,loan_1654709,2022-03-15 23:56:00,,,2149.485,,False
617992yzy87hy2x5z46gi618,loan_7864160,2022-01-20 10:01:00,,,1896.54,,False
5hy9x5968y0x09y969gy34xy,loan_0729124,2022-04-01 19:20:00,4.0,2022/04/01,656.27,,True
618i0030h54584z85477zh16,loan_0651151,2021-11-23 23:49:00,,,6058.27,,False
61466h7586460x82047z9yi9,loan_6404841,2021-11-08 09:50:00,,,6231.28,,False
61y4y3485hyii32xh3x21643,loan_2369984,2022-03-20 09:29:00,,,3638.2762,,False
61x0i23798y00ygzi3izx4g4,loan_8787642,2022-02-15 23:29:00,,,10511.343,,False
60ii774763z9405664227xxg,loan_9237314,2021-11-08 15:29:00,,,7867.94,,False
601x0ig057535979953zz07x,loan_4974912,2022-01-22 20:00:00,,,7503.67,,False
61ig058xi2207227x2izy2g8,loan_8543037,2022-03-30 07:43:00,,,481.8,,False
618gh3400089ggz6i2132402,loan_9598505,2021-11-10 08:30:00,,,963.016,,False
5h68z25h9gz0xxiiy1g51926,loan_2881900,2021-12-06 20:25:00,,,365.0,,False
617g4888761zhggy2yh537z0,loan_1339414,2021-11-08 01:23:00,,,5402.0,,False
61703y4ix46z06406z00x566,loan_7745996,2021-12-10 16:54:00,,,457.6005,,False
6187185h3i9zzxh9gi9908gx,loan_1504548,2022-03-07 12:09:00,,,1209.902,,False
616xi74719ix6i9y0zi110h9,loan_4284114,2021-10-26 21:01:00,,,1355.8071,,False
619h7395i95h56g69g41i6yy,loan_8648996,2022-03-23 17:03:00,,,843.7267,,False
608844124g99gx6ih9227xi5,loan_4911963,2022-04-05 12:37:00,,,730.0,,False
623x5gx3964i76153y0z8z97,loan_4307108,2022-04-28 23:28:00,,,2162.9608,,False
617367g7g6y863968hi22686,loan_6576599,2022-04-28 12:58:00,,,823.44,,False
619izg2y88z94g24xx3h1532,loan_3029495,2021-11-26 05:12:00,,,1473.87,,False
618562g337565yx8y2i13h08,loan_7562826,2022-02-21 12:00:00,,,1132.96,,False
6161xx02h79zh479xgi0h08g,loan_1280825,2022-02-18 11:38:00,,,9952.5134,,False
618g02hhx4h80zh615iz25x1,loan_1847579,2021-11-09 18:07:00,,,1655.3845,,False
61773x537yih5xh6yzy7xxyh,loan_9410140,2021-11-30 21:45:00,,,9708.27,,False
58xghx0y1243higg61xz3iix,loan_8937582,2021-11-11 10:22:00,,,7737.27,,False
61y4xxx5x9i5xzy277200907,loan_6907004,2021-12-29 17:49:00,,,2152.77,,False
60x84z2xx3hiyzx4i8h722x4,loan_2260479,2022-02-02 17:34:00,6.0,2022/02/02,1876.5526,2022/04/01,True
593i5i16i21179gy17h0484h,loan_9931805,2022-01-29 12:25:00,,,1514.02,,False
58xghx0y1243higg61xz3iix,loan_2565500,2021-11-10 20:03:00,,,7328.47,,False
5hxx64571g107g948h3hii4x,loan_4908057,2022-03-14 17:32:00,,,5036.27,,False
6201g06715x5335hgy8i2hh6,loan_1903351,2022-02-07 22:37:00,,,1167.27,,False
6191900g318g6yz261x8g59y,loan_4627713,2021-11-14 16:46:00,,,5218.77,,False
59y4yg80gggz2h7287375123,loan_7203701,2021-11-04 21:04:00,,,1108.14,,False
61x74g43ii0y9y146igy243i,loan_7511184,2022-04-04 22:23:00,,,770.88,,False
6226g2i0h14xy48h4x5425i5,loan_2398909,2022-04-16 22:25:00,,,4379.27,,False
619y1671gz02gxxgzy6hggx5,loan_5634356,2021-11-23 00:51:00,,,6204.27,,False
61h1439h3ig1548gz69z7h5y,loan_7172032,2022-02-08 00:47:00,,,1271.66,,False
615i9g09z2x538xg3y1gg8g0,loan_8696953,2022-01-18 22:04:00,,,5437.77,,False
61473i29i1300z5469i43izy,loan_3110034,2022-01-04 10:46:00,,,4379.27,,False
58yz054zhg3977y551z6z81h,loan_3897849,2021-12-13 19:41:00,,,9489.27,,False
618y23gyh551yz5g88y2h152,loan_5486732,2022-01-13 17:49:00,,,8394.27,,False
6191x5gi7y30i2h16824i21g,loan_8394231,2022-04-20 01:17:00,,,1101.351,,False
61x5gy866y4igx6xzx3g314h,loan_6242386,2022-01-17 13:45:00,,,1751.27,,False
61z11y3x6x9x6i12g58iii82,loan_7489440,2022-02-08 12:25:00,,,1452.7,,False
61z2x7zg34zg72964xi8g515,loan_4241919,2022-03-28 22:17:00,,,1305.24,,False
6189x2hxy62775304y6hi9hy,loan_3809868,2022-02-27 17:16:00,,,502.605,,False
623415x61g713h53hy16z123,loan_5825880,2022-04-10 21:20:00,,,8540.27,,False
61x10i19zy0583225i995zh5,loan_8821475,2022-03-05 16:07:00,,,2003.85,,False
61xyy2932ix6861g9g393hgi,loan_7752632,2022-01-22 21:09:00,,,3638.2835,,False
6191360y001362h676370hx6,loan_9922155,2021-11-18 18:10:00,,,5694.0,,False
613gz83335160500hg281y52,loan_0008969,2022-02-16 08:19:00,,,1278.23,,False
6121y24g75xx079ihxiz798h,loan_3406002,2022-04-18 15:07:00,,,3130.24,,False
61zx51573z4gizi9254yhxih,loan_2326340,2022-01-03 11:11:00,,,6569.27,,False
618y5ii9yhy77850y4y7i83i,loan_8921096,2021-11-10 18:30:00,,,6058.27,,False
619552hgi7x7h2990zi943ii,loan_7457376,2022-04-28 00:30:00,,,9890.04,,False
61z092zh685zx43858h5x690,loan_5511641,2021-11-26 02:21:00,,,6788.27,,False
6205691gh0h0xg645293y139,loan_0930999,2022-02-24 11:44:00,,,2709.03,,False
61gh590g8091h52z499gyhig,loan_8522436,2022-03-29 12:54:00,,,1386.27,,False
61gx29z4x4281hi86ihi6564,loan_1608770,2021-12-20 08:49:00,,,5007.07,,False
619g7yz8860iiy791x14i342,loan_4367220,2021-12-30 18:39:00,,,11679.27,,False
604146i9ih04x9177ihx1igi,loan_0657121,2022-01-17 17:30:00,,,5312.94,,False
62448ix6x36x9643z4696y0g,loan_2888221,2022-03-30 11:14:00,,,5302.72,,False
61z3i371ghh57y73x806hi67,loan_5554879,2022-04-15 14:08:00,,,400.77,,False
6164x14y2gz9408139zhzx31,loan_3407183,2021-12-03 16:02:00,,,1232.24,,False
618h46348i063589g055giz2,loan_2298688,2021-11-14 19:20:00,,,1173.11,,False
61g3x84gg66y0i224080508h,loan_1207323,2022-02-27 00:23:00,,,1050.543,,False
61z554gg186001y7yxiyy7x5,loan_2247635,2022-01-27 14:31:00,,,5693.27,,False
61660461gyy3g49028y2zy0g,loan_3575720,2021-11-18 14:28:00,,,5429.01,,False
617g16i4i14y6458y8hh504y,loan_1212353,2022-02-20 21:15:00,,,7299.27,,False
618z051gi0697hh7194z7i3i,loan_8181871,2021-11-08 23:34:00,,,4891.0,,False
6180z065z5g9i35y112h3g91,loan_4202650,2022-01-13 18:46:00,,,6423.27,,False
58xghx0y1243higg61xz3iix,loan_1569362,2021-11-11 10:23:00,,,7737.27,,False
6189y7hg33604hzh8g2050z6,loan_1085722,2021-11-23 10:04:00,,,5350.17,,False
618xx677yy496x3479688007,loan_9902027,2021-12-09 16:52:00,,,3188.275,,False
