customer_id,loan_id,recurrence_1,recurrence_2
618hy2y037y23yhgxh266533,loan_8122312,1,False
6231280344047y02iz858hg9,loan_6137506,1,False
617i1yi6658yz97708g7i949,loan_0693362,1,False
6191578y48x27hyy832h92h7,loan_5219702,1,False
61z25g4y56g4260y51829xz0,loan_7947034,1,False
616yy4gi700zzgy6810y668i,loan_5752142,1,False
61y215yg10zx3z7i0677z75i,loan_8950991,1,False
618z0439h29hxx21g1z03171,loan_8053891,1,False
6176yiz823h9hz070h8g7019,loan_9741972,1,False
6242581124ih089gzz08x081,loan_0044572,1,False
61yg947x9i49h8ghg33ixg6z,loan_3488527,1,False
62533543x672h3i570gi5hgz,loan_8169078,1,False
61y7hzyz48xh2i2z9z428646,loan_6582201,1,False
620zh78h4086ighy2y252x6y,loan_1921690,1,False
619332x63717z44955243x9h,loan_9876258,1,False
61z2iii81h736igg91z34674,loan_5998657,1,False
620y3h8h6i846g5hi1133zx0,loan_6750550,1,False
622098z75i51459515312261,loan_4164380,1,False
61y0gi72z596254y22586g1x,loan_1758899,1,False
61y373412364z74g5hi908zg,loan_9367285,1,False
6189yhh7813441yx08i6i924,loan_3253125,1,False
5hxx64571g107g948h3hii4x,loan_0821314,1,False
61931xi68y665416igi211i0,loan_7894403,1,False
625i97zh986i276zhx88x4xh,loan_7425670,1,False
61y60zxgzx8956h071177yih,loan_0662191,1,False
618yz98z2g62943x46zy3449,loan_9643999,1,False
626gi6yzx17i70h9z3938634,loan_3792993,1,False
622z8g87h2ygyiy847h898h5,loan_3722432,1,False
6254i9y6i0214i21g3z02ii5,loan_2444575,1,False
615x7zgh7y0x43x59445i864,loan_1194126,1,False
6192x35h134i8480hzzx2y0z,loan_1263178,1,False
5g8xh610176x5908681279i3,loan_7750359,1,False
602ih34774726370806g7z67,loan_7743302,1,False
61899xyg51gi2x1i127x2958,loan_7482748,1,False
592863zx9xh7h3226067y668,loan_1967395,1,False
61z05yy629i155981x1xx19g,loan_4943729,1,False
619xgy154yy99hh82g102g26,loan_4671904,1,False
6216xi1z3539i23zi05z99g2,loan_4746394,1,False
616y5hhx962i3299x67zg4hz,loan_2229330,1,False
6191gy6hixg95yi6i286z804,loan_8923895,1,False
61787x7x4549g2601y89igi8,loan_4109861,1,False
61z2x188i4i039g2h3y5gi50,loan_2815254,1,False
61z5z0y89h408yxh4h176649,loan_9061646,1,False
6193h405h123yy78ii82g2h5,loan_5741829,1,False
62158yyg053363x5x89i9849,loan_2410220,1,False
619zg1h1g390hh082y07iy73,loan_0877943,1,False
61h841yy36z00i20x0x44z4x,loan_1931838,1,False
5x5h2h69z664437x03z67x2g,loan_8492181,1,False
61818580719g6xxgiy49h57h,loan_7574836,1,False
62543y713g15g5hx8x535237,loan_3508753,1,False
61z2yy5xy9y99xg4958hgxyy,loan_4373126,1,False
621834h5yzz9x88y2x107h00,loan_4349722,1,False
61z43z20z019yy470715342z,loan_8934075,1,False
5x5x6h30044zzg76961yy7zx,loan_4044738,1,False
619hz91x72zh9397228937i0,loan_0892338,1,False
619h3926yh6i48x6y80h333y,loan_2530148,1,False
61x1h0x8x4117hg122ih4i6i,loan_8362177,1,False
61z7i9633y6ihz11z7hg6998,loan_5432399,1,False
61h09125x40z9zy9222390i4,loan_2784449,1,False
623yxh23ixgy4x53xi949929,loan_9837221,1,False
6191934xy0154zi0g32gxzy6,loan_7032909,1,False
61z70hx9223256614x141009,loan_4135158,1,False
613241y35g2z0h55hzy39x70,loan_3608448,1,False
61930h87082094i6zghgz53h,loan_0600942,1,False
616873115z46i11443yyz888,loan_0770490,1,False
61z45z6xy7x3125h035h535z,loan_2906414,1,False
61z533i7g043xx0y1041yxh7,loan_9280635,1,False
6138xgz8961z79hz21xgx914,loan_2178821,1,False
6191360y001362h676370hx6,loan_3543048,1,False
618hxz49x3260571108x2xzi,loan_6899603,1,False
6254h5g41y439y6644g73302,loan_3674878,1,False
61z5z0gh2zy3y3622ig47zy8,loan_8187005,1,False
619493g47i2i7zz508450170,loan_6414512,1,False
5x5hh4040x0098hix5h87534,loan_5980844,1,False
619xhg272zh943i7z51x8ixx,loan_0877967,1,False
61ixziy9i4xi49z91575yx1y,loan_3753618,1,False
619xg29602733z522gi58ii2,loan_2188071,1,False
615z5734304y6x30iy1z2g81,loan_2572336,1,False
61z28758xi3zyggi962146y5,loan_6150277,1,False
61yyi1y70151y063y651x8z7,loan_6018267,1,False
6164z06zzx293yi51600i64i,loan_5768875,1,False
6037xh78yg29hz722zh06g59,loan_7548935,1,False
62130xxi13y0h54ihhg0y3x8,loan_8309069,1,False
61x884x71xx10i37g57zg805,loan_3997208,1,False
5hg861g39zx37g943zh138z7,loan_5064417,1,False
621g0zh44hi65zx0g70ghyih,loan_9613554,1,False
619hh9zx14g7y12023igg582,loan_5937698,1,False
6219036294ygi972176z7i86,loan_9217660,1,False
6170hh0514g1539xh4izhz83,loan_2338399,1,False
61904069iixg451i55xi5ggg,loan_9425825,1,False
619198yzx78551071y9i419y,loan_3290380,1,False
62464241hg2zizx4gx1z83h2,loan_9884839,1,False
61i9ih760xzgi7195009yh93,loan_9825826,1,False
6186i0529zhii87576g1g493,loan_2659508,1,False
61959869gz5x6iz446zh26g0,loan_4533247,1,False
61z14y74zzz83x3322zhih48,loan_6677590,1,False
61i827531g07745xigy51h63,loan_3578571,1,False
615i4g434i482832ih6yyi41,loan_7225248,1,False
61y29y196z5z55903h3h7369,loan_3003631,1,False
61z99671079i6206y78xhhy7,loan_0298338,1,False
618ix8690ig2z70y483h01y8,loan_2817195,1,False
60591hz4g80y1y321060z8hh,loan_4788934,1,False
61xzxxx74xi2y01hiyh02x7g,loan_6237397,1,False
618g13z1301h992yhihhx3gx,loan_0490140,1,False
624547gz73544hhxyg24y87x,loan_0231456,1,False
61zxy28i56x875242gy853hh,loan_9554964,1,False
623g8317xgy08yzzzyx39x2x,loan_7680859,1,False
6197y3hi31zh92y38z7xyyyi,loan_5553292,1,False
618hx02g0965iz12342g4y76,loan_0332748,1,False
6162iz890676g8z42699173y,loan_0375147,1,False
6234ihx643x35h3184x0yg67,loan_7183958,1,False
623x839g683981349xgy3zz1,loan_6331057,1,False
620171ix6zh6x33y3y6329zx,loan_1246234,1,False
61gyx8z4i752x23668802868,loan_4159557,1,False
61xyy2932ix6861g9g393hgi,loan_7947383,1,False
61y17032926y56i8z4x7925h,loan_9013752,1,False
6194019yh0zy6y4z52178641,loan_9337456,1,False
622ziyy889xx4949gh75h17i,loan_2599040,1,False
617g16i4i14y6458y8hh504y,loan_4918520,1,False
61x4x0674h60h2y88y08x520,loan_0076325,1,False
62336g86469i80z215274979,loan_8918993,1,False
622906g99gy3g6057h35hiz4,loan_5445946,1,False
61hyh117351yx6345847x381,loan_1836051,1,False
624406i428igh79x98i460y9,loan_0318449,1,False
6259xiy4yg07x5z2126ixy6h,loan_1639654,1,False
616hz0g8zzhz7082183300ih,loan_0987565,1,False
61i9x7hxy7039y0ig2izxh48,loan_3534317,1,False
61z46z8zg49zxh9zg97x7i8h,loan_5006626,1,False
5x635z152z200g5i2iy2168i,loan_0966808,1,False
61929zi18y2200748ix85243,loan_5644805,1,False
6126y1x1695y40yy227h5798,loan_1572615,1,False
617g674g9x2780i4g894xh6y,loan_2194300,1,False
624x505h31g330y60i61zhii,loan_6824455,1,False
624i93y6z7x5383zyy32x920,loan_9377628,1,False
62327i7i5h3z500xh7786115,loan_2967828,1,False
618h34yg5gz14459g073y742,loan_0650938,1,False
619h49g0ixy1iz395i803286,loan_7214128,1,False
61948xy5845gi058245g296h,loan_6503131,1,False
624i69y46g807510651173xy,loan_3735081,1,False
626446203658z1615x77672y,loan_6926802,1,False
6193hh0i0g76h0762yz6z92z,loan_1653212,1,False
6190699zh3xyi8xxy4hi2832,loan_6426716,1,False
6185i501668513425282651y,loan_8323744,1,False
617i18g1g1z476x9zx16z73z,loan_8411370,1,False
6260z646312g40x8332z877i,loan_4246912,1,False
61947y75449yx5ihg95z69i8,loan_7106760,1,False
618hg9gi9501i9029yig9i99,loan_3288774,1,False
61h36i1159ig5g3zyxg78979,loan_9798916,1,False
61zz8h19i6z79x5g65i00674,loan_3469249,1,False
61ig058xi2207227x2izy2g8,loan_3654483,1,False
6263016i8202y2x197i4h507,loan_4846733,1,False
61x71ii0hh56ix8y272914y1,loan_9382537,1,False
618gxggi2i96652hx70z6040,loan_9506972,1,False
61yhy43yy446i68542iy29h9,loan_8885720,1,False
618y9426x667yzxh38y5z527,loan_3915979,1,False
59y7yh42x43616zy88g882gi,loan_2427702,1,False
619x93z7ix82524g0z1g5161,loan_3557572,1,False
61h319igi61i3yg45x28gy95,loan_7354679,1,False
61743hzz3xgz23h54y53z612,loan_9021428,1,False
6174944z77xx9y83xii6hzz9,loan_9932845,1,False
618h46348i063589g055giz2,loan_3345042,1,False
614ghz5yx2366yxx759h162i,loan_8101254,1,False
619200xg69568ihg5168i88g,loan_4907506,1,False
61z50z1z3x37x6ih41hz301y,loan_4637263,1,False
6193hz5618xzg4y7gz13i596,loan_1041815,1,False
62228667h93991xg24y38489,loan_0781577,1,False
61g97x8686g4xy5h7y48y8iy,loan_9526583,1,False
61gyxyx825z468gh21y0xx47,loan_2894171,1,False
622y3yg9z71335303y5zgx4z,loan_7286857,1,False
618g69g7iz0988912ig82zh3,loan_6001403,1,False
6211y7yyz05i9ix89y7xh3yh,loan_5098147,1,False
6178g57x44iy6x150y0iy5zx,loan_3992191,1,False
615x15x30z4hhh8ygghz3641,loan_7819861,1,False
623h46657ihix6iy9x2ix997,loan_1327983,1,False
61i5i569gyhhx3hxy1h2422g,loan_3318080,1,False
5yiy39z8170347874701ixy0,loan_4965904,1,False
6231268g5h8296026085917z,loan_6705108,1,False
624i663i6y411y6002521g6z,loan_2381523,1,False
61yh4764987i2y5xg0149286,loan_8565500,1,False
5x3739zh3z4xyhg544944x7h,loan_1095152,1,False
5zz58284361yhg63196h37x2,loan_5911741,1,False
619h4z00135z10y51353g00y,loan_6297055,1,False
61z6hgh3ih9095g14hz37h9i,loan_3204257,1,False
620h99158y9y2i7g082976x4,loan_0852132,1,False
61794y1i9006003z40g97y79,loan_3356648,1,False
619zyx4i6533979z3xh816x7,loan_1164986,1,False
5h6167h22h3xg30y7ii6660z,loan_6784258,1,False
6184x64iy594ig76807hy674,loan_3256483,1,False
61981z5h8z698916x69ig696,loan_5583329,1,False
618h949931y50zhz7zzh9ix9,loan_9915449,1,False
61678yx4hz1h8861771020g4,loan_2069469,1,False
61hz49z9216h55x7h9h469zi,loan_3067063,1,False
6191x5gi7y30i2h16824i21g,loan_7522920,1,False
61z901ggx8122h83x41z6i53,loan_5160707,1,False
61z54i0y12y7i7674iihgxg9,loan_4875744,1,False
61x789i4015hx7x4h5zg1x51,loan_7288589,1,False
6215xy88g3059392y0064384,loan_1179060,1,False
61xy558i7g5288527z312igz,loan_2481230,1,False
61z910hig0iy5268xh0zy171,loan_6787050,1,False
61y15y2210xh0hx82hzi3y34,loan_6095229,1,False
58935153g124h83iy4h08hh0,loan_0897857,1,False
622x4321g2g198g6gz3xxz24,loan_4611062,1,False
62315952gx662z281x515245,loan_1251241,1,False
60h344gy87y29zg37078g122,loan_5123235,1,False
618ix64z932igyxx4252y81y,loan_3285295,1,False
6236y6701y10g6x4362h6x5i,loan_3995674,1,False
621h8g5h8g84577h23yggh11,loan_8246296,1,False
625x03x7y596iy7igz726i52,loan_9331112,1,False
618h46z1yii0x8i64gi4i01x,loan_3026495,1,False
61z5z3h68g7z3iygi65yx7gz,loan_6956024,1,False
6212h2x0hxi6583778831gy3,loan_3639169,1,False
6202g579yg19372006i5i68i,loan_2131196,1,False
61h8g2z1xzxhyh5688h09787,loan_4084917,1,False
625g3x7h287g4hy7046ii6i7,loan_0080613,1,False
62397g2hzy95154iig2y83h6,loan_8020787,1,False
62424z1ihzi48042401x8z38,loan_8688202,1,False
61x1y6z5izi3h3957gx78x50,loan_1152007,1,False
600i1y8x2938391272x684h9,loan_6335301,1,False
62477913ixh6xz56zigiii44,loan_9643328,1,False
5g3x969x815z405794xxi8zi,loan_7436063,1,False
61yiyzxi299146iyy60741i9,loan_4683641,1,False
61986x0248i7x4x172y8g684,loan_6546877,1,False
61661yx98gzxzz61yz6g10y4,loan_0484434,1,False
61i3h45xhgz7676h583h12i6,loan_9181589,1,False
6166y845i72hgi0y7zi04i34,loan_1086609,1,False
61hx0xy83h3zy65341z45g9h,loan_6180185,1,False
61iy77yz939i8xg6xzzxxiy4,loan_5556490,1,False
61x3gy8ihg170597g82zxyhi,loan_8442994,1,False
61hg92y53130z42g5yzx613z,loan_9264864,1,False
61xhi39yh2054451g2gi31hx,loan_6708143,1,False
6223h6821211x41iz5z079i9,loan_8479570,1,False
61x9252z0i0h5ix98z88yg5i,loan_8124996,1,False
6254x962972h46642y37g9h1,loan_7064304,1,False
62590zhy60hiy9662x926996,loan_7266885,1,False
61x2228gx6z223h2i8301207,loan_1042901,1,False
61zxzyzxz48z03g71gy12yxi,loan_9956420,1,False
6220i6xgi14ih8h2365x8y29,loan_7946048,1,False
61061g851xig8yhh9g227873,loan_0859218,1,False
619138853zz70g78h3ih9944,loan_5050284,1,False
61x60852985h11x297xiyh75,loan_4589626,1,False
625xhi114869h54620gg8696,loan_8091690,1,False
621gi103z3x2h0ig8402yigy,loan_0233979,1,False
61z5713x1648g6185ygi15ig,loan_6796680,1,False
6207xg965i737x2g9z7218yz,loan_9039532,1,False
61797h865y4h8852g982758i,loan_4211826,1,False
61905hh074xg6758z9536hhx,loan_5842632,1,False
61946i6g47h652156xi19gh7,loan_7163983,1,False
62662721x40h8x3yy70xi996,loan_5365650,1,False
61z405ix820844y716z22yy6,loan_3890263,1,False
61h3h316800yg9z5372958x1,loan_5841100,1,False
616yh875g98zh9h6x84495h3,loan_5850923,1,False
61z00h9155gg9562gy5z40y4,loan_6222656,1,False
61944370zh56zz972092zz33,loan_3201088,1,False
61i2i62707x4hi570i6z05xz,loan_8422144,1,False
615236z562x023858i570y27,loan_6457009,1,False
618204546x80g86y9x106yz4,loan_9265545,1,False
61i45giy5g8z02xxiz739085,loan_5994260,1,False
615908582851z864ziigh96h,loan_4268129,1,False
616iz188959xg9yz77h3iz61,loan_2559261,1,False
622294401giy50hz9772xg32,loan_1435592,1,False
62479i29i3i3zg43x3iiz88g,loan_6401573,1,False
62037047g2g36h3zyy1xh342,loan_4446432,1,False
6216hg96929g1igy23zh753x,loan_3367474,1,False
61ihh008420i277h4591xz47,loan_3790893,1,False
620y61y6yg83795gy649gx2z,loan_5524575,1,False
6205ygz0h44zi42z70yx5234,loan_7554630,1,False
618h847giy6xz533g1h19y52,loan_9472537,1,False
6215824i5311g0g1989ix65z,loan_3065722,1,False
61i468h61i5871z7x7ig964x,loan_8083496,1,False
6175xx4y375i7779gg869gxg,loan_9483700,1,False
61z54gx690h5x32541i0180y,loan_9213465,1,False
61986g3191i7yggxg1x784h6,loan_1465418,1,False
61xg5535hg264hh6iyx9x4xy,loan_4469974,1,False
61xgg8ih60y3i82ixy24xi27,loan_7902421,1,False
6233i1g7hz86hh1g48yx755x,loan_4442878,1,False
61h57zyx1y5xx3zx449h107z,loan_4595318,1,False
6193hg0g714y9zz795186xzx,loan_1246369,1,False
625490y4zih23083y593hih6,loan_1916408,1,False
61z433x79y9y3h0zh83z8765,loan_1891444,1,False
58y7704369zzigzig8260i50,loan_1517086,1,False
6172i9ygz6iyx3z17gg3zxy4,loan_8038698,1,False
6170572ghy4965zx92z65299,loan_4269813,1,False
61i1i583xi1990x92h067797,loan_2423393,1,False
621h359217945iyhxi29i972,loan_3073241,1,False
61ii2264hh1ixxi3i7g07i84,loan_5191094,1,False
625h9h8x93y7y2hgz4i9h080,loan_1400969,1,False
61x20g84z306g085hi578h38,loan_1224815,1,False
6197x5763xyz4g237xy4y91h,loan_0115795,1,False
622x9416h2642xhz65z5y45i,loan_2145857,1,False
6209x37x204y33693z6y0z04,loan_7559142,1,False
61g91g1xyi7z31820i89gi21,loan_0079418,1,False
61i0597yyx7x0391hxh385gy,loan_7507772,1,False
61z44601584xzghg606g1540,loan_5740724,1,False
62432g55y666i188h25z00h3,loan_5100001,1,False
5z12xi66h77g3y4i7732x7zx,loan_0235177,1,False
618h4h8h866511947i246g9y,loan_3309554,1,False
61i46775xz20z09h1y10x90y,loan_8010215,1,False
626g6630h5yh8i1704z0788z,loan_5126387,1,False
61z2hi5iy1z14z3yxgy52g97,loan_7512609,1,False
6240h87ixy3568i8h23z3z96,loan_5161392,1,False
623286y1y24965z9h2iz8gz1,loan_5648362,1,False
618h2622y4z00h8z2zi30417,loan_2119535,1,False
5yii06iz0gyh300yyz42i411,loan_2305848,1,False
619345xg6g77y045yzhzgg32,loan_8451269,1,False
619zh53xz833i138y1g5z43h,loan_5644290,1,False
61762g808xg440g4131z9h57,loan_7345518,1,False
625y9zz364g33xz9izzx1335,loan_2109015,1,False
618g2186hy7x87gy76hz7904,loan_4198932,1,False
626y2877i184ih42y8z6yh85,loan_0135051,1,False
5y10771524g5yi2yi8yz5hx6,loan_6146310,1,False
6255xii31y183g0z00h2016i,loan_9799120,1,False
61929h2g2g9665h0h4x95i44,loan_1839128,1,False
618giz9453z75g6g48x9498x,loan_6270523,1,False
618zi6yz010zx0i30xx442x2,loan_9783894,1,False
621yig02gi66ghg7yxz09243,loan_0461667,1,False
61z4iy0x3g50i89y29g67610,loan_8014425,1,False
615z77976yh62i5g966x1h42,loan_2785460,1,False
623ix68683671632h4h7x94i,loan_3821509,1,False
61gz19x631iy6639g9zh8879,loan_5298506,1,False
618xy71y6327480x0y91y74z,loan_5366802,1,False
61yyixgzi2x8h9zh4g3440xz,loan_1758010,1,False
61x2iy3hg235g0zy198y537i,loan_0295768,1,False
6172265zi09ihg0yhg0iiyh1,loan_1756810,1,False
61i5712187h5869xz48gz9x4,loan_7593810,1,False
61z5553y15317g687z5hgh75,loan_9692939,1,False
618y604g708zhz69h86g4g7i,loan_2862260,1,False
61ygx6yz6y4x39ih3h0yzigg,loan_7794935,1,False
5yi0gx02h038g036i5z1642i,loan_0056876,1,False
61i81xh9g080y0ii7600972x,loan_1725026,1,False
618zii11x4gi0yz530825g81,loan_1183390,1,False
61gzzixgx82h03xg3156gx7x,loan_7104232,1,False
61hhh2x26x8xy3043x6h6xy2,loan_7021424,1,False
61i31hg05ih094xzx4z8ygi4,loan_8676783,1,False
62509159x26gy8gi06947096,loan_0988861,1,False
5zh7890z2818yzy81y4ii313,loan_8820128,1,False
61xy86676g1h16ih5yzxyg69,loan_9301120,1,False
61i29zyx38xx15982849801g,loan_4544834,1,False
6129h6z35232iy4hiz278274,loan_7271004,1,False
61z276gx55i9h3331i32yx96,loan_0702795,1,False
622634hzz0264y5yix5i73z8,loan_4541945,1,False
61i1hxzzh1h3h93gz17g55y9,loan_0456125,1,False
61646y46h677x5xy5x182g4z,loan_8980095,1,False
626318109823z9i2yg63x53x,loan_4138603,1,False
619346y85gxzh71820i14ix3,loan_9450058,1,False
615i1413hg3x9797y453i1zz,loan_0930038,1,False
619309959z4y61z235zg7x76,loan_1342648,1,False
618hy91h1iiy88g79zz0g09z,loan_8891372,1,False
623ygyhxig4yzz6817065360,loan_7650795,1,False
6213xz5yi9g23y8y29g73h10,loan_8918758,1,False
61636h0171h3h82iyz6z0225,loan_8420243,1,False
626028754g13yh5g6z80ig4z,loan_3071670,1,False
62116x458yx9731825369036,loan_6376385,1,False
625yg810x18x4z8hg67g1680,loan_3102633,1,False
623g976zxzzi63i5x6ig2577,loan_4605311,1,False
622h1115y7g7091h1i3i6602,loan_3248734,1,False
61hi9741977y41yz1h271h6z,loan_3215335,1,False
61y55y0y5h32514y61h6572i,loan_8938607,1,False
61hz80909x6x0zghhi3yg3z3,loan_5748250,1,False
61g42hz739zz0h009h530143,loan_5031756,1,False
62670zxh19270h9i766i034z,loan_9436172,1,False
566896124x1z934gz70026g4,loan_8800525,1,False
6174y767h8yg1013132y4z68,loan_9414347,1,False
61hx5g31i084yz9583z4332x,loan_3835798,1,False
625x274g5675xgi028h038xg,loan_9441466,1,False
61g6x64g23ix219z3x28yx03,loan_0955285,1,False
61xhx5h2g7ghig03y255gzz6,loan_7266085,1,False
624z4751z128x8i620y115g9,loan_4295493,1,False
6176ih1yy273z4yixz86z270,loan_6570582,1,False
619052x43g2866874gg23111,loan_5454523,1,False
614004y4y3z39xx1yi162iy9,loan_4451530,1,False
61773x537yih5xh6yzy7xxyh,loan_5486123,1,False
615ixh7379y6izz5yz4xgi7g,loan_5040800,1,False
61942y70g3xi1626y98hg6h3,loan_0641019,1,False
619582h2x874hhy99169025g,loan_7514465,1,False
6238i5i2hy61i747y5yg0929,loan_7887651,1,False
62636y0y44izi6788yz787h5,loan_2744495,1,False
62400g991izx4g2y978gg182,loan_8359975,1,False
625g64gyixgg10i04207326x,loan_5429326,1,False
6192yz1hy1785337yiyi9xix,loan_1043626,1,False
61zxh4125i90y50gzx1yixhy,loan_8610131,1,False
619h262iy233hy96568043i9,loan_8975812,1,False
61i75z5zhxg51zig9x56zxzz,loan_0412934,1,False
61gx3599432521g3g68477gi,loan_6576821,1,False
61z2g66g13z4yh88101x2907,loan_2527247,1,False
618hx708z8x74y5y433h76i9,loan_5689261,1,False
6261915yzx3hh594849z7z86,loan_1097351,1,False
615i355349xhy50h5h8xyggz,loan_8069470,1,False
61h548213991967y2727yh2x,loan_3616710,1,False
618g395izy428119iz62z3y0,loan_7885352,1,False
61z2xz1x5398445yiz7x4418,loan_0870437,1,False
61igigi2y64y6i176yxyhyh9,loan_2950569,1,False
61918h483h31hxx10646946z,loan_1139451,1,False
61h28hy1xg6z83958zx63y1x,loan_1064964,1,False
572g8992g0zx67h74y3h2ixy,loan_4635708,1,False
619574gh488y8z198h725592,loan_6665841,1,False
61z6g46xi9x72651hz665yhh,loan_4781622,1,False
61z12270i02h768326gx675h,loan_6015814,1,False
618i0324hx2660855i584h5g,loan_1029956,1,False
618928z72yi454g8xyyh13z3,loan_7027412,1,False
6167zz8x23867x648hh47zi1,loan_0488832,1,False
6169x85370xyi886ghhg7597,loan_8864240,1,False
620941961hh5330090yx22z5,loan_2863629,1,False
6240g2g49iih8i1xz052217y,loan_3577314,1,False
618x66y24108h4x6igz40izz,loan_6270101,1,False
616y382779z10493x4g1488y,loan_8785281,1,False
618y4x918927x8hxz0ggh386,loan_3706735,1,False
619ihzg592x08i5823208i93,loan_5388285,1,False
61x8y4330x01giz5yx5g16xy,loan_4476833,1,False
61xg149xy6831537hzx39116,loan_5837413,1,False
61x498373i7i6g3x6ziy41gz,loan_6147167,1,False
5x0x5564hgi5yy9x86i2i2y8,loan_6540616,1,False
61y640x642h07i97x1z378y4,loan_1688231,1,False
61gg7073i473z93543g62zgi,loan_1368529,1,False
5gi4x4x1z22150x055yh3755,loan_8938727,1,False
620466247h4479h09y797h64,loan_0294214,1,False
6166459g025768y017885yzy,loan_1986308,1,False
