customer_id,loan_id,term,disbursed_date,paid_date,recurrence_1,paid_any_loan_last,installment_number,repaid_date,first_loan_3_or_more_terms
6160957404z2374691y9z4h8,loan_1114710,8,2021-11-13,2021-11-23,1,0,5,,0
6160957404z2374691y9z4h8,loan_1114710,8,2021-11-13,2021-11-23,1,0,4,,0
6160957404z2374691y9z4h8,loan_1114710,8,2021-11-13,2021-11-23,1,0,1,2021-11-23,0
6160957404z2374691y9z4h8,loan_1114710,8,2021-11-13,2021-11-23,1,0,3,,0
6160957404z2374691y9z4h8,loan_1114710,8,2021-11-13,2021-11-23,1,0,7,,0
6160957404z2374691y9z4h8,loan_1114710,8,2021-11-13,2021-11-23,1,0,2,,0
614z8xz68789729yi6505841,loan_1240518,8,2021-11-13,2022-02-26,1,0,1,2021-11-13,0
614z8xz68789729yi6505841,loan_1240518,8,2021-11-13,2022-02-26,1,0,3,2021-12-25,0
614z8xz68789729yi6505841,loan_1240518,8,2021-11-13,2022-02-26,1,0,2,2021-12-12,0
614z8xz68789729yi6505841,loan_1240518,8,2021-11-13,2022-02-26,1,0,4,2022-01-15,0
614z8xz68789729yi6505841,loan_1240518,8,2021-11-13,2022-02-26,1,0,7,2022-02-26,0
614z8xz68789729yi6505841,loan_1240518,8,2021-11-13,2022-02-26,1,0,6,2022-02-14,0
614z8xz68789729yi6505841,loan_1240518,8,2021-11-13,2022-02-26,1,0,8,,0
614z8xz68789729yi6505841,loan_1240518,8,2021-11-13,2022-02-26,1,0,5,2022-01-29,0
615h1x6g06700ix3827y9858,loan_1291685,8,2021-11-13,2022-03-01,1,0,6,2022-02-14,0
615h1x6g06700ix3827y9858,loan_1291685,8,2021-11-13,2022-03-01,1,0,4,2022-01-17,0
615h1x6g06700ix3827y9858,loan_1291685,8,2021-11-13,2022-03-01,1,0,8,2022-03-01,0
615h1x6g06700ix3827y9858,loan_1291685,8,2021-11-13,2022-03-01,1,0,2,2021-12-16,0
615h1x6g06700ix3827y9858,loan_1291685,8,2021-11-13,2022-03-01,1,0,3,2021-12-31,0
615h1x6g06700ix3827y9858,loan_1291685,8,2021-11-13,2022-03-01,1,0,7,2022-02-25,0
615h1x6g06700ix3827y9858,loan_1291685,8,2021-11-13,2022-03-01,1,0,1,2021-11-28,0
615h1x6g06700ix3827y9858,loan_1291685,8,2021-11-13,2022-03-01,1,0,5,2022-01-30,0
618i88320i0hyh1hz9x852h2,loan_1292090,6,2021-11-13,2022-02-14,1,0,1,2021-11-24,0
618i88320i0hyh1hz9x852h2,loan_1292090,6,2021-11-13,2022-02-14,1,0,3,2021-12-26,0
618i88320i0hyh1hz9x852h2,loan_1292090,6,2021-11-13,2022-02-14,1,0,5,2022-01-28,0
618i88320i0hyh1hz9x852h2,loan_1292090,6,2021-11-13,2022-02-14,1,0,4,2022-01-14,0
618i88320i0hyh1hz9x852h2,loan_1292090,6,2021-11-13,2022-02-14,1,0,2,2021-12-12,0
618i88320i0hyh1hz9x852h2,loan_1292090,6,2021-11-13,2022-02-14,1,0,6,2022-02-14,0
619097337y82zg438i0zg062,loan_1709651,8,2021-11-13,2022-02-28,1,0,6,2022-02-15,0
619097337y82zg438i0zg062,loan_1709651,8,2021-11-13,2022-02-28,1,0,3,2021-12-31,0
619097337y82zg438i0zg062,loan_1709651,8,2021-11-13,2022-02-28,1,0,8,,0
619097337y82zg438i0zg062,loan_1709651,8,2021-11-13,2022-02-28,1,0,4,2022-01-14,0
619097337y82zg438i0zg062,loan_1709651,8,2021-11-13,2022-02-28,1,0,7,2022-02-28,0
619097337y82zg438i0zg062,loan_1709651,8,2021-11-13,2022-02-28,1,0,5,2022-01-31,0
619097337y82zg438i0zg062,loan_1709651,8,2021-11-13,2022-02-28,1,0,1,2021-11-30,0
619097337y82zg438i0zg062,loan_1709651,8,2021-11-13,2022-02-28,1,0,2,2021-12-15,0
618g395h629hxg95z86z4y3h,loan_2015454,4,2021-11-13,2021-11-14,1,0,3,,0
618g395h629hxg95z86z4y3h,loan_2015454,4,2021-11-13,2021-11-14,1,0,2,,0
618g395h629hxg95z86z4y3h,loan_2015454,4,2021-11-13,2021-11-14,1,0,4,,0
618g395h629hxg95z86z4y3h,loan_2015454,4,2021-11-13,2021-11-14,1,0,1,2021-11-14,0
6190154625x0yi9z1z8x5802,loan_2829748,8,2021-11-13,2022-03-01,1,0,5,2022-01-30,0
6190154625x0yi9z1z8x5802,loan_2829748,8,2021-11-13,2022-03-01,1,0,2,2021-12-14,0
6190154625x0yi9z1z8x5802,loan_2829748,8,2021-11-13,2022-03-01,1,0,4,2022-01-14,0
6190154625x0yi9z1z8x5802,loan_2829748,8,2021-11-13,2022-03-01,1,0,3,2021-12-29,0
6190154625x0yi9z1z8x5802,loan_2829748,8,2021-11-13,2022-03-01,1,0,7,2022-02-24,0
6190154625x0yi9z1z8x5802,loan_2829748,8,2021-11-13,2022-03-01,1,0,8,2022-03-01,0
6190154625x0yi9z1z8x5802,loan_2829748,8,2021-11-13,2022-03-01,1,0,6,2022-02-10,0
6190154625x0yi9z1z8x5802,loan_2829748,8,2021-11-13,2022-03-01,1,0,1,2021-11-29,0
618ix64z932igyxx4252y81y,loan_3285295,8,2021-11-13,2022-02-21,1,0,7,2022-02-21,0
618ix64z932igyxx4252y81y,loan_3285295,8,2021-11-13,2022-02-21,1,0,3,2021-12-30,0
618ix64z932igyxx4252y81y,loan_3285295,8,2021-11-13,2022-02-21,1,0,2,2021-12-11,0
618ix64z932igyxx4252y81y,loan_3285295,8,2021-11-13,2022-02-21,1,0,1,2021-11-30,0
618ix64z932igyxx4252y81y,loan_3285295,8,2021-11-13,2022-02-21,1,0,8,,0
618ix64z932igyxx4252y81y,loan_3285295,8,2021-11-13,2022-02-21,1,0,6,2022-02-11,0
618ix64z932igyxx4252y81y,loan_3285295,8,2021-11-13,2022-02-21,1,0,5,2022-01-21,0
618ix64z932igyxx4252y81y,loan_3285295,8,2021-11-13,2022-02-21,1,0,4,2022-01-15,0
61904ggg1581yg3ig93zz924,loan_3684185,6,2021-11-13,2021-11-24,1,0,4,,0
61904ggg1581yg3ig93zz924,loan_3684185,6,2021-11-13,2021-11-24,1,0,1,2021-11-24,0
61904ggg1581yg3ig93zz924,loan_3684185,6,2021-11-13,2021-11-24,1,0,3,,0
61904ggg1581yg3ig93zz924,loan_3684185,6,2021-11-13,2021-11-24,1,0,2,,0
61904ggg1581yg3ig93zz924,loan_3684185,6,2021-11-13,2021-11-24,1,0,5,,0
61904ggg1581yg3ig93zz924,loan_3684185,6,2021-11-13,2021-11-24,1,0,6,,0
618y9426x667yzxh38y5z527,loan_3915979,8,2021-11-13,2022-03-01,1,0,7,2022-03-01,0
618y9426x667yzxh38y5z527,loan_3915979,8,2021-11-13,2022-03-01,1,0,1,2021-11-15,0
618y9426x667yzxh38y5z527,loan_3915979,8,2021-11-13,2022-03-01,1,0,5,2022-01-31,0
618y9426x667yzxh38y5z527,loan_3915979,8,2021-11-13,2022-03-01,1,0,2,2021-12-15,0
618y9426x667yzxh38y5z527,loan_3915979,8,2021-11-13,2022-03-01,1,0,8,,0
618y9426x667yzxh38y5z527,loan_3915979,8,2021-11-13,2022-03-01,1,0,6,2022-02-17,0
618y9426x667yzxh38y5z527,loan_3915979,8,2021-11-13,2022-03-01,1,0,4,2022-01-14,0
618y9426x667yzxh38y5z527,loan_3915979,8,2021-11-13,2022-03-01,1,0,3,2021-12-31,0
618yz479xh6gg9878i4iii6y,loan_4098829,8,2021-11-13,2022-03-14,1,0,6,2022-02-16,0
618yz479xh6gg9878i4iii6y,loan_4098829,8,2021-11-13,2022-03-14,1,0,8,2022-03-14,0
618yz479xh6gg9878i4iii6y,loan_4098829,8,2021-11-13,2022-03-14,1,0,3,2021-12-29,0
618yz479xh6gg9878i4iii6y,loan_4098829,8,2021-11-13,2022-03-14,1,0,5,2022-01-30,0
618yz479xh6gg9878i4iii6y,loan_4098829,8,2021-11-13,2022-03-14,1,0,2,2021-12-14,0
618yz479xh6gg9878i4iii6y,loan_4098829,8,2021-11-13,2022-03-14,1,0,1,2021-11-29,0
618yz479xh6gg9878i4iii6y,loan_4098829,8,2021-11-13,2022-03-14,1,0,4,2022-01-15,0
618yz479xh6gg9878i4iii6y,loan_4098829,8,2021-11-13,2022-03-14,1,0,7,2022-03-01,0
6189yx1g55z984z8x4yh6216,loan_4224748,8,2021-11-13,2021-11-29,3,1,7,,0
6189yx1g55z984z8x4yh6216,loan_4224748,8,2021-11-13,2021-11-29,3,1,8,,0
6189yx1g55z984z8x4yh6216,loan_4224748,8,2021-11-13,2021-11-29,3,1,2,,0
6189yx1g55z984z8x4yh6216,loan_4224748,8,2021-11-13,2021-11-29,3,1,6,,0
6189yx1g55z984z8x4yh6216,loan_4224748,8,2021-11-13,2021-11-29,3,1,3,,0
6189yx1g55z984z8x4yh6216,loan_4224748,8,2021-11-13,2021-11-29,3,1,1,2021-11-15,0
6189yx1g55z984z8x4yh6216,loan_4224748,8,2021-11-13,2021-11-29,3,1,5,,0
6189yx1g55z984z8x4yh6216,loan_4224748,8,2021-11-13,2021-11-29,3,1,4,,0
618gx1y0y06i1x1423i0222x,loan_4456692,4,2021-11-13,2022-01-14,1,0,2,2021-12-15,0
618gx1y0y06i1x1423i0222x,loan_4456692,4,2021-11-13,2022-01-14,1,0,4,2022-01-14,0
618gx1y0y06i1x1423i0222x,loan_4456692,4,2021-11-13,2022-01-14,1,0,3,2021-12-30,0
618gx1y0y06i1x1423i0222x,loan_4456692,4,2021-11-13,2022-01-14,1,0,1,2021-11-30,0
61216iy057g0z63xizghy13z,loan_4821795,1,2021-11-13,2021-11-13,1,1,1,2021-11-13,0
619052x43g2866874gg23111,loan_5454523,8,2021-11-13,2022-03-15,1,0,2,2021-12-16,0
619052x43g2866874gg23111,loan_5454523,8,2021-11-13,2022-03-15,1,0,1,2021-11-30,0
619052x43g2866874gg23111,loan_5454523,8,2021-11-13,2022-03-15,1,0,5,2022-02-02,0
619052x43g2866874gg23111,loan_5454523,8,2021-11-13,2022-03-15,1,0,6,2022-02-15,0
619052x43g2866874gg23111,loan_5454523,8,2021-11-13,2022-03-15,1,0,8,2022-03-15,0
619052x43g2866874gg23111,loan_5454523,8,2021-11-13,2022-03-15,1,0,7,2022-03-04,0
619052x43g2866874gg23111,loan_5454523,8,2021-11-13,2022-03-15,1,0,4,2022-01-17,0
619052x43g2866874gg23111,loan_5454523,8,2021-11-13,2022-03-15,1,0,3,2022-01-02,0
5y4204g78g6yh5h24g9788zz,loan_5816237,6,2021-11-13,2022-01-11,1,0,6,,0
5y4204g78g6yh5h24g9788zz,loan_5816237,6,2021-11-13,2022-01-11,1,0,3,2021-12-23,0
5y4204g78g6yh5h24g9788zz,loan_5816237,6,2021-11-13,2022-01-11,1,0,2,2021-12-10,0
5y4204g78g6yh5h24g9788zz,loan_5816237,6,2021-11-13,2022-01-11,1,0,4,2022-01-11,0
5y4204g78g6yh5h24g9788zz,loan_5816237,6,2021-11-13,2022-01-11,1,0,1,2021-11-26,0
5y4204g78g6yh5h24g9788zz,loan_5816237,6,2021-11-13,2022-01-11,1,0,5,,0
61906zzzg2z959773gy9igy1,loan_5821161,6,2021-11-13,2022-02-15,1,0,5,2022-02-01,0
61906zzzg2z959773gy9igy1,loan_5821161,6,2021-11-13,2022-02-15,1,0,4,2022-01-14,0
61906zzzg2z959773gy9igy1,loan_5821161,6,2021-11-13,2022-02-15,1,0,3,2022-01-01,0
61906zzzg2z959773gy9igy1,loan_5821161,6,2021-11-13,2022-02-15,1,0,1,2021-11-29,0
61906zzzg2z959773gy9igy1,loan_5821161,6,2021-11-13,2022-02-15,1,0,2,2021-12-17,0
61906zzzg2z959773gy9igy1,loan_5821161,6,2021-11-13,2022-02-15,1,0,6,2022-02-15,0
61905hh074xg6758z9536hhx,loan_5842632,6,2021-11-13,2022-01-28,1,0,3,2021-12-17,0
61905hh074xg6758z9536hhx,loan_5842632,6,2021-11-13,2022-01-28,1,0,6,,0
61905hh074xg6758z9536hhx,loan_5842632,6,2021-11-13,2022-01-28,1,0,5,2022-01-28,0
61905hh074xg6758z9536hhx,loan_5842632,6,2021-11-13,2022-01-28,1,0,4,2022-01-02,0
61905hh074xg6758z9536hhx,loan_5842632,6,2021-11-13,2022-01-28,1,0,2,2021-12-06,0
61905hh074xg6758z9536hhx,loan_5842632,6,2021-11-13,2022-01-28,1,0,1,2021-11-19,0
618ii4g5728z73659229xx3x,loan_6085254,8,2021-11-13,2022-02-14,1,0,7,,0
618ii4g5728z73659229xx3x,loan_6085254,8,2021-11-13,2022-02-14,1,0,5,2022-01-28,0
618ii4g5728z73659229xx3x,loan_6085254,8,2021-11-13,2022-02-14,1,0,4,2022-01-05,0
618ii4g5728z73659229xx3x,loan_6085254,8,2021-11-13,2022-02-14,1,0,6,2022-02-05,0
618ii4g5728z73659229xx3x,loan_6085254,8,2021-11-13,2022-02-14,1,0,8,,0
618ii4g5728z73659229xx3x,loan_6085254,8,2021-11-13,2022-02-14,1,0,2,2021-12-07,0
618ii4g5728z73659229xx3x,loan_6085254,8,2021-11-13,2022-02-14,1,0,1,2021-11-29,0
618ii4g5728z73659229xx3x,loan_6085254,8,2021-11-13,2022-02-14,1,0,3,2021-12-27,0
618ix40x3y46yg5853674624,loan_6118512,8,2021-11-13,2022-02-16,1,0,3,2021-12-27,0
618ix40x3y46yg5853674624,loan_6118512,8,2021-11-13,2022-02-16,1,0,5,2022-01-27,0
618ix40x3y46yg5853674624,loan_6118512,8,2021-11-13,2022-02-16,1,0,4,2022-01-14,0
618ix40x3y46yg5853674624,loan_6118512,8,2021-11-13,2022-02-16,1,0,2,2021-12-11,0
618ix40x3y46yg5853674624,loan_6118512,8,2021-11-13,2022-02-16,1,0,1,2021-11-26,0
618ix40x3y46yg5853674624,loan_6118512,8,2021-11-13,2022-02-16,1,0,8,,0
618ix40x3y46yg5853674624,loan_6118512,8,2021-11-13,2022-02-16,1,0,6,2022-02-12,0
618ix40x3y46yg5853674624,loan_6118512,8,2021-11-13,2022-02-16,1,0,7,2022-02-16,0
6190699zh3xyi8xxy4hi2832,loan_6426716,4,2021-11-13,2022-01-16,1,0,3,2021-12-31,0
6190699zh3xyi8xxy4hi2832,loan_6426716,4,2021-11-13,2022-01-16,1,0,4,2022-01-16,0
6190699zh3xyi8xxy4hi2832,loan_6426716,4,2021-11-13,2022-01-16,1,0,2,2021-12-13,0
6190699zh3xyi8xxy4hi2832,loan_6426716,4,2021-11-13,2022-01-16,1,0,1,2021-11-27,0
619077444zz8i6h3190xgx06,loan_6963202,2,2021-11-13,2021-11-30,1,0,2,,0
619077444zz8i6h3190xgx06,loan_6963202,2,2021-11-13,2021-11-30,1,0,1,2021-11-14,0
619007z8118x3823h05y3i75,loan_6971169,8,2021-11-13,2022-02-28,1,0,2,2021-12-12,0
619007z8118x3823h05y3i75,loan_6971169,8,2021-11-13,2022-02-28,1,0,5,2022-01-27,0
619007z8118x3823h05y3i75,loan_6971169,8,2021-11-13,2022-02-28,1,0,7,2022-02-28,0
619007z8118x3823h05y3i75,loan_6971169,8,2021-11-13,2022-02-28,1,0,6,2022-02-14,0
619007z8118x3823h05y3i75,loan_6971169,8,2021-11-13,2022-02-28,1,0,1,2021-11-23,0
619007z8118x3823h05y3i75,loan_6971169,8,2021-11-13,2022-02-28,1,0,4,2022-01-14,0
619007z8118x3823h05y3i75,loan_6971169,8,2021-11-13,2022-02-28,1,0,8,,0
619007z8118x3823h05y3i75,loan_6971169,8,2021-11-13,2022-02-28,1,0,3,2021-12-30,0
618g5i2yh3363h1h8449zgzg,loan_7008887,1,2021-11-13,2021-11-28,3,1,1,2021-11-28,0
61906g65y26g0zi0247778i1,loan_8037707,8,2021-11-13,2022-03-20,1,0,6,2022-02-15,0
61906g65y26g0zi0247778i1,loan_8037707,8,2021-11-13,2022-03-20,1,0,7,2022-02-28,0
61906g65y26g0zi0247778i1,loan_8037707,8,2021-11-13,2022-03-20,1,0,8,2022-03-20,0
61906g65y26g0zi0247778i1,loan_8037707,8,2021-11-13,2022-03-20,1,0,5,2022-01-31,0
61906g65y26g0zi0247778i1,loan_8037707,8,2021-11-13,2022-03-20,1,0,2,2021-12-15,0
61906g65y26g0zi0247778i1,loan_8037707,8,2021-11-13,2022-03-20,1,0,1,2021-11-30,0
61906g65y26g0zi0247778i1,loan_8037707,8,2021-11-13,2022-03-20,1,0,3,2021-12-30,0
61906g65y26g0zi0247778i1,loan_8037707,8,2021-11-13,2022-03-20,1,0,4,2022-01-15,0
61902ghh3i509472h3i112ih,loan_8180447,4,2021-11-13,,1,0,3,2021-12-31,0
61902ghh3i509472h3i112ih,loan_8180447,4,2021-11-13,,1,0,4,,0
61902ghh3i509472h3i112ih,loan_8180447,4,2021-11-13,,1,0,2,2021-12-15,0
61902ghh3i509472h3i112ih,loan_8180447,4,2021-11-13,,1,0,1,2021-11-29,0
618i8h983z28yx6i886y0z07,loan_8224869,8,2021-11-13,2022-01-29,1,0,1,2021-12-06,0
618i8h983z28yx6i886y0z07,loan_8224869,8,2021-11-13,2022-01-29,1,0,3,2021-12-28,0
618i8h983z28yx6i886y0z07,loan_8224869,8,2021-11-13,2022-01-29,1,0,5,2022-01-28,0
618i8h983z28yx6i886y0z07,loan_8224869,8,2021-11-13,2022-01-29,1,0,7,,0
618i8h983z28yx6i886y0z07,loan_8224869,8,2021-11-13,2022-01-29,1,0,2,2021-12-19,0
618i8h983z28yx6i886y0z07,loan_8224869,8,2021-11-13,2022-01-29,1,0,8,,0
618i8h983z28yx6i886y0z07,loan_8224869,8,2021-11-13,2022-01-29,1,0,6,,0
618i8h983z28yx6i886y0z07,loan_8224869,8,2021-11-13,2022-01-29,1,0,4,2022-01-16,0
618iyiy625x2x19076z60x55,loan_8580283,4,2021-11-13,2021-11-28,1,0,3,,0
618iyiy625x2x19076z60x55,loan_8580283,4,2021-11-13,2021-11-28,1,0,4,,0
618iyiy625x2x19076z60x55,loan_8580283,4,2021-11-13,2021-11-28,1,0,1,2021-11-25,0
618iyiy625x2x19076z60x55,loan_8580283,4,2021-11-13,2021-11-28,1,0,2,,0
618ii469174143433930xgix,loan_8743293,4,2021-11-13,2022-01-13,1,0,4,2022-01-13,0
618ii469174143433930xgix,loan_8743293,4,2021-11-13,2022-01-13,1,0,1,2021-11-13,0
618ii469174143433930xgix,loan_8743293,4,2021-11-13,2022-01-13,1,0,3,2021-12-30,0
618ii469174143433930xgix,loan_8743293,4,2021-11-13,2022-01-13,1,0,2,2021-12-13,0
618ix0470y8z3i84x1gy1337,loan_8952980,8,2021-11-13,2022-03-15,1,0,6,2022-02-14,0
618ix0470y8z3i84x1gy1337,loan_8952980,8,2021-11-13,2022-03-15,1,0,4,2022-01-14,0
618ix0470y8z3i84x1gy1337,loan_8952980,8,2021-11-13,2022-03-15,1,0,5,2022-02-01,0
618ix0470y8z3i84x1gy1337,loan_8952980,8,2021-11-13,2022-03-15,1,0,1,2021-11-29,0
618ix0470y8z3i84x1gy1337,loan_8952980,8,2021-11-13,2022-03-15,1,0,8,2022-03-15,0
618ix0470y8z3i84x1gy1337,loan_8952980,8,2021-11-13,2022-03-15,1,0,3,2022-01-01,0
618ix0470y8z3i84x1gy1337,loan_8952980,8,2021-11-13,2022-03-15,1,0,2,2021-12-14,0
618ix0470y8z3i84x1gy1337,loan_8952980,8,2021-11-13,2022-03-15,1,0,7,2022-03-01,0
6190339g44603z9g27gx60z6,loan_9129908,4,2021-11-13,2022-01-14,1,0,3,2021-12-28,0
6190339g44603z9g27gx60z6,loan_9129908,4,2021-11-13,2022-01-14,1,0,2,2021-12-14,0
6190339g44603z9g27gx60z6,loan_9129908,4,2021-11-13,2022-01-14,1,0,1,2021-11-23,0
