customer_id,loan_id,loanamount,term,disbursed_date,paid_date,paid_any_loan_last,first_loan_3_or_more_terms,recurrence_1,recurrence_2,max_repaid_date,sum_capital_paid,max_installment_duedate
61z5yih7x946z035h96x6hy0,loan_8895257,799.058,1,2021-11-30,,0,0,1,False,,0,2021-12-15
626y2877i184ih42y8z6yh85,loan_0135051,1100.11,8,2022-04-29,,0,0,1,False,,0,2022-08-31
625i402i0x9x43310x86115h,loan_2030359,4561.04,6,2022-04-19,,0,0,1,False,,0,2022-07-15
62621hg8z56zi9g68yzy7x1g,loan_8221245,503.0795,4,2022-04-27,,0,0,1,False,,0,2022-06-30
6269g36658x68gy96637464z,loan_7654399,367.19,2,2022-04-27,,0,0,1,False,,0,2022-05-31
61i8x2x45hzzx4y2586gxx52,loan_8861395,7838.01,8,2022-02-01,,0,0,1,False,,0,2022-05-31
62538zh35igxx15x9h7hx246,loan_8460204,765.113,6,2022-04-10,,0,0,1,False,,0,2022-07-15
62506zhx888ggggi884x5702,loan_3792913,1787.04,6,2022-04-08,,0,0,1,False,,0,2022-07-15
626y42z9048g107i882657z4,loan_5002762,2555,6,2022-04-29,,0,0,1,False,,0,2022-08-01
626gi49y575g8hxz3iy43724,loan_6620489,4451.54,6,2022-04-29,,0,0,1,False,,0,2022-08-01
6174580y68937hhxg52ixx9g,loan_7325093,1561.3678,4,2021-10-23,,0,0,1,False,,0,2021-12-15
621g0zh44hi65zx0g70ghyih,loan_9613554,2262.27,8,2022-03-13,,0,0,1,False,,0,2022-07-15
6217xixh96y48xy58ii86i0i,loan_5010538,481.07,4,2022-02-24,,0,0,1,False,,0,2022-05-02
6259xiy4yg07x5z2126ixy6h,loan_1639654,919.07,4,2022-04-15,,0,0,1,False,,0,2022-06-15
62059z88zixi62090g6zz899,loan_1274979,1336.922,8,2022-02-12,,0,0,1,False,,0,2022-06-15
62311x5xx7z479z4yhz0y7i7,loan_3725296,2706.84,8,2022-04-30,,0,0,1,False,,0,2022-08-31
617811888579yz970g73zii9,loan_7739489,1385.54,8,2022-04-17,,0,0,1,False,,0,2022-08-15
622gxi5g922g435y1yz6z645,loan_7128630,10219.27,6,2022-03-11,,0,0,1,False,,0,2022-06-15
619h94148x61460g7gi7592y,loan_5386935,1293.0125,4,2021-11-23,,0,0,1,False,,0,2022-01-31
6255x892818zy511hix04894,loan_9496689,8029.27,6,2022-04-12,,0,0,1,False,,0,2022-07-15
618i369i13z462i81926h5hx,loan_0590986,1054.339,6,2021-11-12,,0,0,1,False,,0,2022-02-15
6261gi09125i350g41g76z0g,loan_5676817,875.27,6,2022-04-21,,0,0,1,False,,0,2022-07-15
6194933xy0hyg21y76x46xz0,loan_4712641,1133.7703,4,2021-11-28,,0,0,1,False,,0,2022-01-31
5y10771524g5yi2yi8yz5hx6,loan_6146310,1052.2585,6,2022-02-04,,0,0,1,False,,0,2022-05-02
6166y845i72hgi0y7zi04i34,loan_1086609,1095,1,2021-10-23,,0,0,1,False,,103.66,2021-11-01
6176x19y4i2gz0xh8i420048,loan_4620327,2554.27,8,2021-10-28,,0,0,1,False,,0,2022-02-28
61gxy2367782478x93i32h06,loan_8456963,1245.964,8,2021-12-18,,0,0,1,False,,0,2022-04-18
616y56i209778i4501hzziz1,loan_7304241,3941.27,6,2021-10-17,,0,0,1,False,,0,2022-01-17
612553g209yx2yi54555y262,loan_1984749,2589.31,6,2022-04-21,,0,0,1,False,,0,2022-07-15
61hygz27z7iyghh89zxyz7i2,loan_8145651,792.05,8,2022-01-10,,0,0,1,False,,0,2022-05-16
625x4ii0x18773h94h5xy36i,loan_9204018,5547.27,8,2022-04-19,,0,0,1,False,,0,2022-08-15
6216ih09xh60480x9h99500y,loan_6712660,4890.27,8,2022-02-23,,0,0,1,False,,0,2022-06-30
6263199hzgyh157xgy9ih56g,loan_0834570,5474.27,6,2022-04-25,,0,0,1,False,,0,2022-08-01
622x4321g2g198g6gz3xxz24,loan_4611062,1173.84,6,2022-03-13,,0,0,1,False,,0,2022-06-15
61g1z338y601y8z9x4i056zi,loan_0286515,1386.27,4,2021-12-09,,0,0,1,False,,0,2022-02-15
6244xgx624y2y197y9g11568,loan_3394281,4744.27,8,2022-03-30,,0,0,1,False,,0,2022-08-01
5x32x39zxz02g0222yz9561i,loan_8884125,2176.13,6,2022-03-21,,0,0,1,False,,0,2022-06-15
6220x2667786hhyz3079g61h,loan_5090931,5400.54,6,2022-03-22,,0,0,1,False,,0,2022-06-15
625y3xx140y466xzhxh06izx,loan_2515179,773.07,8,2022-04-28,,0,0,1,False,,0,2022-08-31
6259g7z855947yii4hg614h4,loan_0555726,6131.9854,6,2022-04-15,,0,0,1,False,,681.82,2022-07-15
626hzyi066491hh5403z18xi,loan_7752530,4144.94,6,2022-04-30,,0,0,1,False,,0,2022-08-01
618g4x6z3x896i82i23xgz23,loan_7946607,1678.2554,8,2021-11-09,,0,0,1,False,,0,2022-03-15
62696z76x5589g1278iz35y9,loan_9890090,7153.27,6,2022-04-27,,0,0,1,False,,0,2022-08-01
61gz81x5643z7y0870g6193z,loan_9850882,1430.0043,8,2021-12-15,,0,0,1,False,,0,2022-04-18
61zx9y66xx40z7iiighy7h54,loan_9493215,3037.3475,6,2021-12-10,,0,0,1,False,,0,2022-03-15
626hhig44ix5839i96y3g965,loan_5783092,4379.27,6,2022-04-30,,0,0,1,False,,0,2022-08-01
619izg2y88z94g24xx3h1532,loan_0229840,1137.34,8,2021-11-25,,0,0,1,False,,0,2022-03-31
619i31h1h095h780543060z7,loan_7126708,1003.8376,2,2021-11-25,,0,0,1,False,,0,2021-12-31
56y5xy684x1z934z2g007g53,loan_2246078,1426.5295,6,2022-04-25,,0,0,1,False,,0,2022-08-01
5ih19h50yiy40z7yz732hh80,loan_6924521,1341.74,4,2022-04-29,,0,0,1,False,,0,2022-06-30
61hx02g7y0529030y07893x7,loan_6737243,4379.2627,12,2022-01-11,,0,0,1,False,,0,2022-07-15
626346824z396z6i29ig416z,loan_5571987,5705.4829,6,2022-04-22,,0,0,1,False,,0,2022-07-15
625713z31z930517x1hi34z6,loan_1226399,4744.27,6,2022-04-13,,0,0,1,False,,0,2022-07-15
5h497yz54xyx52g9y13ii6zh,loan_0661637,3650,8,2021-10-14,,0,0,1,False,,0,2022-02-15
611yzx3x3442y5h5898i2gx2,loan_9244275,1883.4,6,2022-01-03,,0,0,1,False,,0,2022-03-31
5zyg6z1yhy18h11z19i45141,loan_2004150,565.75,4,2021-10-01,,0,0,1,False,,0,2021-11-30
622i909x0h450h39i08yy809,loan_7911438,6605.77,8,2022-04-28,,0,0,1,False,,0,2022-08-31
621h0407h2375gh8903zg97i,loan_3596213,5291.77,8,2022-02-28,,0,0,1,False,,0,2022-06-30
6263170xg6837xg7z70i4863,loan_8613084,9489.27,6,2022-04-22,,0,0,1,False,,0,2022-07-15
61z422yhg290ii7zzig47gg6,loan_7921269,998.494,8,2021-11-28,,0,0,1,False,,0,2022-03-31
5x3928839578g1zyi4z6x459,loan_0873980,2299.135,6,2022-04-06,,0,0,1,False,,0,2022-06-30
6258474h28zh55hg2y7304xz,loan_0862356,4890.27,8,2022-04-14,,0,0,1,False,,0,2022-08-15
6190998h65583h0y868gz483,loan_7973061,1313.27,8,2022-04-19,,0,0,1,False,,0,2022-08-15
625i64991xzyx24gggyzg2xi,loan_3679636,4390.22,8,2022-04-19,,0,0,1,False,,0,2022-08-15
5ii34602z6h317z9i8011094,loan_4931231,4269.77,8,2022-04-12,,0,0,1,False,,0,2022-08-15
6176ii05g9h185145z7i2iyg,loan_6690990,8029.2189,8,2021-11-14,,0,0,1,False,,0,2022-03-15
618giy4g20xxhi88g7765zyx,loan_7600953,1093.54,6,2021-11-10,,0,0,1,False,,0,2022-02-15
618ghi465z123yhyi5178010,loan_1126921,943.0213,6,2021-11-10,,0,0,1,False,,0,2022-02-15
62670zxh19270h9i766i034z,loan_9436172,3590.87,8,2022-04-25,,0,0,1,False,,0,2022-08-31
61xz746yyzz391yyyy475656,loan_9299022,472.31,4,2022-01-21,,0,0,1,False,,0,2022-03-15
61h510zh1i5zg87hg7x2y9h9,loan_1370043,607.36,4,2022-01-05,,0,0,1,False,,0,2022-02-28
6264g1yhyii930h14122z967,loan_6211418,620.5,6,2022-04-25,,0,0,1,False,,0,2022-08-01
626hzhzx972585ig86iy5h33,loan_7705244,2669.683,6,2022-04-30,,0,0,1,False,,0,2022-08-01
626980xgh16h331y43yyy51h,loan_4821960,867.4225,4,2022-04-27,,0,0,1,False,,0,2022-06-30
583360z27927ixyz7x01952x,loan_9895338,1967.0215,8,2022-04-09,,0,0,1,False,,0,2022-08-15
5y258966hh0gxhyx18h11606,loan_7356485,3746.214,6,2022-04-23,,0,0,1,False,,0,2022-08-01
6192hh51h9662iy7zz788712,loan_4990339,441.0295,4,2021-11-15,,0,0,1,False,,0,2022-01-17
6267073z60z612341hz1z330,loan_5795349,854.465,6,2022-04-26,,0,0,1,False,,0,2022-08-01
617265yh930i464y4g1i5214,loan_5030353,1143.18,6,2021-10-22,,0,0,1,False,,0,2022-01-17
625i00ig1gxx5i9i03x14i64,loan_5261351,759.2,6,2022-04-19,,0,0,1,False,,0,2022-07-15
6266ygz5i1y0h0z1g95267i7,loan_9159725,8174.54,6,2022-04-25,,0,0,1,False,,0,2022-08-01
58935153g124h83iy4h08hh0,loan_0897857,5474.27,12,2021-11-24,,0,0,1,False,,0,2022-05-31
5hih162831119256ghz01z7z,loan_7821560,713.21,6,2022-03-02,,0,0,1,False,,0,2022-05-31
62493772gg4z10i4zh0xh798,loan_8027914,970.389,6,2022-04-03,,0,0,1,False,,0,2022-06-30
6255h7i4x4zy1049h99i0954,loan_7899355,6057.54,6,2022-04-12,,0,0,1,False,,0,2022-07-15
617y07i25g743y8z5i65z66i,loan_7512336,383.2427,6,2021-11-08,,0,0,1,False,,0,2022-02-15
59y7yh42x43616zy88g882gi,loan_2427702,2919.27,12,2021-10-06,,0,0,1,False,,0,2022-03-31
626h8y433338072g08yz50g6,loan_1161539,4304.81,6,2022-04-30,,0,0,1,False,,0,2022-08-01
619zx925g7hh20x86h4zz790,loan_9339696,3882.87,12,2021-11-23,,0,0,1,False,,0,2022-05-31
615i1413hg3x9797y453i1zz,loan_0930038,2607.633,4,2021-10-07,,0,0,1,False,,0,2021-11-30
6265i0zg96231yx138034794,loan_6907211,4669.81,8,2022-04-24,,0,0,1,False,,0,2022-08-31
61gy306807gzg9y50i6gg3h5,loan_9076474,1803.6402,8,2021-12-17,,0,0,1,False,,0,2022-04-18
623z1161572y9gizz107hi07,loan_4214974,6060.022,6,2022-03-22,,0,0,1,False,,979.66,2022-06-15
617i0i1i2199257186h441z2,loan_2581290,1747.6127,4,2021-10-31,,0,0,1,False,,0,2021-12-31
61yyi1y70151y063y651x8z7,loan_6018267,1474.6,6,2022-02-07,,0,0,1,False,,0,2022-05-02
616i9y35g062i975i1x7y34i,loan_9819540,1253.41,8,2021-10-19,,0,0,1,False,,0,2022-02-15
623x569y09530281iixh7023,loan_3710235,2045.7885,8,2022-04-09,,0,0,1,False,,0,2022-08-15
61y3ix8ix94zy96h470hg56y,loan_2879405,1481.316,8,2021-12-23,,0,0,1,False,,0,2022-04-18
61ggh76265y65h302hy648z0,loan_2689438,1386.27,4,2021-12-16,,0,0,1,False,,0,2022-02-15
6244984i6h98291ixxgyz8y9,loan_8680597,4050.77,8,2022-03-30,,0,0,1,False,,0,2022-08-01
624hh0i07zxz76h7203hg15g,loan_0781230,2147.7111,4,2022-04-06,,0,0,1,False,,0,2022-05-31
623yy8800z490h7hxi820240,loan_6626701,4780.04,6,2022-03-24,,0,0,1,False,,0,2022-06-30
5zz58284361yhg63196h37x2,loan_5911741,1971,8,2021-11-30,,0,0,1,False,,0,2022-03-31
61yiyzxi299146iyy60741i9,loan_4683641,4496.8,8,2022-04-25,,0,0,1,False,,5.11,2022-08-31
61ii2264hh1ixxi3i7g07i84,loan_5191094,5839.27,6,2022-02-05,,0,0,1,False,,0,2022-05-02
6249249469ziiyz350ih818i,loan_0075040,2018.45,8,2022-04-02,,0,0,1,False,,0,2022-08-01
619y8h9421x9i21h94g5zyg6,loan_8295826,4364.67,6,2021-11-23,,0,0,1,False,,0,2022-02-28
618g7779ixzg9h723xhxiy81,loan_5824612,512.46,4,2021-11-10,,0,0,1,False,,0,2022-01-17
61z70hx9223256614x141009,loan_4135158,1205.5439,8,2021-11-30,,0,0,1,False,,0,2022-03-31
626g25y2835115zx16337g07,loan_6056668,6349.54,6,2022-04-28,,0,0,1,False,,0,2022-08-01
6220i11z950gg2979x77i9y9,loan_2381504,1080.4,6,2022-03-03,,0,0,1,False,,0,2022-05-31
626336692h037x63gzy4y76z,loan_6160163,6204.27,6,2022-04-23,,0,0,1,False,,0,2022-08-01
6268yh6200yzxxy04h42994y,loan_9810254,4744.27,1,2022-04-27,,0,0,1,False,,0,2022-05-16
615g81x3y723x043h8yy7g56,loan_7846307,1167.27,6,2021-10-04,,0,0,1,False,,0,2021-12-31
6200x0y012g637y725g3z5ih,loan_9850481,6204.27,8,2022-02-07,,0,0,1,False,,0,2022-05-31
61i857hi4z25x3ixhi7yy3zi,loan_6832168,869.43,6,2022-02-22,,0,0,1,False,,0,2022-05-31
61i5712187h5869xz48gz9x4,loan_7593810,1904.57,8,2022-01-29,,0,0,1,False,,0,2022-05-31
61gx407z719y7y535634i609,loan_3851643,3868.27,6,2022-04-15,,0,0,1,False,,0,2022-07-15
62574y64834g6i49y855x6xg,loan_1484380,4597.54,8,2022-04-13,,0,0,1,False,,0,2022-08-15
5ggz76h5g796x9697ihh6744,loan_8214608,2627.27,8,2022-04-24,,0,0,1,False,,0,2022-08-31
620i04z95i374y1i56115gyx,loan_3194999,1203.77,4,2022-02-17,,0,0,1,False,,0,2022-04-18
62607h5ihx9y08i9yh6h7064,loan_5853724,9268.81,6,2022-04-20,,0,0,1,False,,0,2022-07-15
624hyzzgigz0i55i577g74i2,loan_6279887,5547.27,6,2022-04-06,,0,0,1,False,,0,2022-06-30
61x5gy866y4igx6xzx3g314h,loan_9788331,3210.54,6,2022-01-17,,0,0,1,False,,0,2022-04-18
626992687801x15319z1g22i,loan_0277114,605.17,4,2022-04-29,,0,0,1,False,,0,2022-06-30
625z20yx080hgg61i21i45y8,loan_6783076,509.54,6,2022-04-15,,0,0,1,False,,0,2022-07-15
61i11zx8g0zg967h32h8hhy4,loan_1977207,510.27,6,2022-01-26,,0,0,1,False,,0,2022-05-02
61g67394g965xg8x281i2362,loan_2312323,2092.91,12,2021-12-12,,0,0,1,False,,0,2022-06-15
5ziy50979y5hxgg6gz04gix0,loan_8588667,3868.27,8,2021-10-24,,0,0,1,False,,0,2022-02-28
623x68y1h25274hzg791xg81,loan_7689498,4534.76,6,2022-03-25,,0,0,1,False,,0,2022-06-30
623g8317xgy08yzzzyx39x2x,loan_7680859,1239.54,8,2022-03-23,,0,0,1,False,,0,2022-07-15
62314i9hgizy75x0ggy0iyix,loan_2891872,4655.94,8,2022-03-15,,0,0,1,False,,0,2022-07-15
6269x1i9hyz708g0y1h1z4g2,loan_4235107,3940.5327,6,2022-04-27,,0,0,1,False,,0,2022-08-01
5g96x6iigz030z729yx3hy95,loan_1238551,1605.27,8,2022-04-13,,0,0,1,False,,0,2022-08-15
624g797x8g4642y74x911226,loan_4458570,4890.27,6,2022-04-04,,0,0,1,False,,0,2022-06-30
620hhy8536zh79i8805882z4,loan_3843232,948.27,8,2022-02-20,,0,0,1,False,,0,2022-06-15
626446203658z1615x77672y,loan_6926802,3284.2627,6,2022-04-23,,0,0,1,False,,0,2022-08-01
61y8i7y7g36zz7zyy6991053,loan_8403872,1012.51,8,2021-12-28,,0,0,1,False,,0,2022-05-02
61g2i0yz74zy0203yzxy239z,loan_7582538,1501.4275,8,2021-12-10,,0,0,1,False,,0,2022-04-18
6167ggxi37g7ghi29y1y9x33,loan_7306327,992.1795,8,2021-10-14,,0,0,1,False,,0,2022-02-15
61y015y842y0329g467567xz,loan_9683515,2847,8,2021-12-19,,0,0,1,False,,0,2022-04-18
61y39127ggh84341720giz7h,loan_1278731,1510.9175,8,2021-12-22,,0,0,1,False,,0,2022-04-18
60477xh5g9x7ghhz2g57z741,loan_1800407,5108.5327,8,2021-12-26,,0,0,1,False,,0,2022-05-02
623126i2942ii84x15i4h849,loan_9716903,1460,6,2022-03-15,,0,0,1,False,,0,2022-06-15
625g2ig1yz55z917z98z6611,loan_3463111,8029.27,8,2022-04-16,,0,0,1,False,,0,2022-08-15
5x6z79827250z55i27xy3239,loan_3975070,2033.78,12,2021-12-31,,0,0,1,False,,0,2022-06-30
61x441yzx9g0718h0xg2zii0,loan_1922584,919.07,8,2022-01-16,,0,0,1,False,,0,2022-05-16
61g9274yh9888yg24yi70904,loan_1533262,443.6575,6,2021-12-16,,0,0,1,False,,0,2022-03-15
61ziz7635365y6hix4igh5y2,loan_0371034,1969.54,6,2021-12-09,,0,0,1,False,,0,2022-03-15
5ii38hz60xggig0hx0982530,loan_2384374,2189.27,4,2022-04-26,,0,0,1,False,,0,2022-06-30
623g976zxzzi63i5x6ig2577,loan_4605311,4869.6475,6,2022-03-23,,0,0,1,False,,0,2022-06-15
623z5iiz2g5iz364x5352289,loan_8987400,6025.274,6,2022-03-22,,0,0,1,False,,0,2022-06-15
625y67g880140g690210726y,loan_1072158,642.4,4,2022-04-17,,0,0,1,False,,0,2022-06-15
572g8992g0zx67h74y3h2ixy,loan_4635708,984.77,8,2022-04-23,,0,0,1,False,,0,2022-08-31
623x380h7524107hi1g84x09,loan_3981945,5109.2773,6,2022-03-25,,0,0,1,False,,0,2022-06-30
61hx5gi18hzyxy30gx129x86,loan_3356489,985.5,4,2022-04-29,,0,0,1,False,,0,2022-06-30
62647195y70g64y49i98x67i,loan_3351468,1575.34,8,2022-04-23,,0,0,1,False,,0,2022-08-31
