customer_id,loan_id,application_date,term,disbursed_date,loanamount,paid_date,is_disbursed
61ig058xi2207227x2izy2g8,loan_8543037,30/03/22 7:43,NA,NA,481.8,NA,FALSE
618gh3400089ggz6i2132402,loan_9598505,10/11/21 8:30,NA,NA,963.016,NA,FALSE
5h68z25h9gz0xxiiy1g51926,loan_2881900,06/12/21 20:25,NA,NA,365,NA,FALSE
617g4888761zhggy2yh537z0,loan_1339414,08/11/21 1:23,NA,NA,5402,NA,FALSE
61703y4ix46z06406z00x566,loan_7745996,10/12/21 16:54,NA,NA,457.6005,NA,FALSE
6187185h3i9zzxh9gi9908gx,loan_1504548,07/03/22 12:09,NA,NA,1209.902,NA,FALSE
616xi74719ix6i9y0zi110h9,loan_4284114,26/10/21 21:01,NA,NA,1355.8071,NA,FALSE
619h7395i95h56g69g41i6yy,loan_8648996,23/03/22 17:03,NA,NA,843.7267,NA,FALSE
608844124g99gx6ih9227xi5,loan_4911963,05/04/22 12:37,NA,NA,730,NA,FALSE
623x5gx3964i76153y0z8z97,loan_4307108,28/04/22 23:28,NA,NA,2162.9608,NA,FALSE
617367g7g6y863968hi22686,loan_6576599,28/04/22 12:58,NA,NA,823.44,NA,FALSE
619izg2y88z94g24xx3h1532,loan_3029495,26/11/21 5:12,NA,NA,1473.87,NA,FALSE
618562g337565yx8y2i13h08,loan_7562826,21/02/22 12:00,NA,NA,1132.96,NA,FALSE
6161xx02h79zh479xgi0h08g,loan_1280825,18/02/22 11:38,NA,NA,9952.5134,NA,FALSE
618g02hhx4h80zh615iz25x1,loan_1847579,09/11/21 18:07,NA,NA,1655.3845,NA,FALSE
61773x537yih5xh6yzy7xxyh,loan_9410140,30/11/21 21:45,NA,NA,9708.27,NA,FALSE
58xghx0y1243higg61xz3iix,loan_8937582,11/11/21 10:22,NA,NA,7737.27,NA,FALSE
61y4xxx5x9i5xzy277200907,loan_6907004,29/12/21 17:49,NA,NA,2152.77,NA,FALSE
60x84z2xx3hiyzx4i8h722x4,loan_2260479,02/02/22 17:34,6,02/02/22,1876.5526,01/04/22,TRUE
593i5i16i21179gy17h0484h,loan_9931805,29/01/22 12:25,NA,NA,1514.02,NA,FALSE
58xghx0y1243higg61xz3iix,loan_2565500,10/11/21 20:03,NA,NA,7328.47,NA,FALSE
5hxx64571g107g948h3hii4x,loan_4908057,14/03/22 17:32,NA,NA,5036.27,NA,FALSE
6201g06715x5335hgy8i2hh6,loan_1903351,07/02/22 22:37,NA,NA,1167.27,NA,FALSE
6191900g318g6yz261x8g59y,loan_4627713,14/11/21 16:46,NA,NA,5218.77,NA,FALSE
59y4yg80gggz2h7287375123,loan_7203701,04/11/21 21:04,NA,NA,1108.14,NA,FALSE
61x74g43ii0y9y146igy243i,loan_7511184,04/04/22 22:23,NA,NA,770.88,NA,FALSE
6226g2i0h14xy48h4x5425i5,loan_2398909,16/04/22 22:25,NA,NA,4379.27,NA,FALSE
619y1671gz02gxxgzy6hggx5,loan_5634356,23/11/21 0:51,NA,NA,6204.27,NA,FALSE
61h1439h3ig1548gz69z7h5y,loan_7172032,08/02/22 0:47,NA,NA,1271.66,NA,FALSE
615i9g09z2x538xg3y1gg8g0,loan_8696953,18/01/22 22:04,NA,NA,5437.77,NA,FALSE
61473i29i1300z5469i43izy,loan_3110034,04/01/22 10:46,NA,NA,4379.27,NA,FALSE
58yz054zhg3977y551z6z81h,loan_3897849,13/12/21 19:41,NA,NA,9489.27,NA,FALSE
618y23gyh551yz5g88y2h152,loan_5486732,13/01/22 17:49,NA,NA,8394.27,NA,FALSE
6191x5gi7y30i2h16824i21g,loan_8394231,20/04/22 1:17,NA,NA,1101.351,NA,FALSE
61x5gy866y4igx6xzx3g314h,loan_6242386,17/01/22 13:45,NA,NA,1751.27,NA,FALSE
61z11y3x6x9x6i12g58iii82,loan_7489440,08/02/22 12:25,NA,NA,1452.7,NA,FALSE
61z2x7zg34zg72964xi8g515,loan_4241919,28/03/22 22:17,NA,NA,1305.24,NA,FALSE
6189x2hxy62775304y6hi9hy,loan_3809868,27/02/22 17:16,NA,NA,502.605,NA,FALSE
623415x61g713h53hy16z123,loan_5825880,10/04/22 21:20,NA,NA,8540.27,NA,FALSE
61x10i19zy0583225i995zh5,loan_8821475,05/03/22 16:07,NA,NA,2003.85,NA,FALSE
61xyy2932ix6861g9g393hgi,loan_7752632,22/01/22 21:09,NA,NA,3638.2835,NA,FALSE
6191360y001362h676370hx6,loan_9922155,18/11/21 18:10,NA,NA,5694,NA,FALSE
613gz83335160500hg281y52,loan_0008969,16/02/22 8:19,NA,NA,1278.23,NA,FALSE
6121y24g75xx079ihxiz798h,loan_3406002,18/04/22 15:07,NA,NA,3130.24,NA,FALSE
61zx51573z4gizi9254yhxih,loan_2326340,03/01/22 11:11,NA,NA,6569.27,NA,FALSE
618y5ii9yhy77850y4y7i83i,loan_8921096,10/11/21 18:30,NA,NA,6058.27,NA,FALSE
619552hgi7x7h2990zi943ii,loan_7457376,28/04/22 0:30,NA,NA,9890.04,NA,FALSE
61z092zh685zx43858h5x690,loan_5511641,26/11/21 2:21,NA,NA,6788.27,NA,FALSE
6205691gh0h0xg645293y139,loan_0930999,24/02/22 11:44,NA,NA,2709.03,NA,FALSE
61gh590g8091h52z499gyhig,loan_8522436,29/03/22 12:54,NA,NA,1386.27,NA,FALSE
61gx29z4x4281hi86ihi6564,loan_1608770,20/12/21 8:49,NA,NA,5007.07,NA,FALSE
619g7yz8860iiy791x14i342,loan_4367220,30/12/21 18:39,NA,NA,11679.27,NA,FALSE
604146i9ih04x9177ihx1igi,loan_0657121,17/01/22 17:30,NA,NA,5312.94,NA,FALSE
62448ix6x36x9643z4696y0g,loan_2888221,30/03/22 11:14,NA,NA,5302.72,NA,FALSE
61z3i371ghh57y73x806hi67,loan_5554879,15/04/22 14:08,NA,NA,400.77,NA,FALSE
6164x14y2gz9408139zhzx31,loan_3407183,03/12/21 16:02,NA,NA,1232.24,NA,FALSE
618h46348i063589g055giz2,loan_2298688,14/11/21 19:20,NA,NA,1173.11,NA,FALSE
61g3x84gg66y0i224080508h,loan_1207323,27/02/22 0:23,NA,NA,1050.543,NA,FALSE
61z554gg186001y7yxiyy7x5,loan_2247635,27/01/22 14:31,NA,NA,5693.27,NA,FALSE
61660461gyy3g49028y2zy0g,loan_3575720,18/11/21 14:28,NA,NA,5429.01,NA,FALSE
617g16i4i14y6458y8hh504y,loan_1212353,20/02/22 21:15,NA,NA,7299.27,NA,FALSE
